split,pair_id,good_sentence,bad_sentence,good_doc_id,bad_doc_id,good_input_file,bad_input_file,good_output_file,bad_output_file,good_seq_logprob,bad_seq_logprob,good_num_tokens,bad_num_tokens
wh_questions_subject_gap_long_distance,629,A lot of waiters discover many brochures that all children disagree with that disturbed these waitresses.,A lot of waiters discover who many brochures that all children disagree with disturbed these waitresses.,wh_questions_subject_gap_long_distance_good_629,wh_questions_subject_gap_long_distance_bad_629,longformer-1325_1329.parquet,longformer-1325_1329.parquet,pythia-160m-step1000-1200_1399.parquet,pythia-160m-step1000-1200_1399.parquet,-126.60067749023438,-133.20361328125,17,17
left_branch_island_simple_question,347,What slopes was Peter climbing down?,What was Peter climbing down slopes?,left_branch_island_simple_question_good_347,left_branch_island_simple_question_bad_347,longformer-450_454.parquet,longformer-465_469.parquet,pythia-160m-step1000-400_599.parquet,pythia-160m-step1000-400_599.parquet,-53.63047790527344,-46.330162048339844,7,7
determiner_noun_agreement_irregular_1,114,Karen hated these synopses.,Karen hated these synopsis.,determiner_noun_agreement_irregular_1_good_114,determiner_noun_agreement_irregular_1_bad_114,longformer-150_154.parquet,longformer-155_159.parquet,pythia-160m-step1000-0_199.parquet,pythia-160m-step1000-0_199.parquet,-58.366397857666016,-48.64583206176758,5,5
irregular_past_participle_verbs,307,Most girls wrote.,Most girls written.,irregular_past_participle_verbs_good_307,irregular_past_participle_verbs_bad_307,longformer-20_24.parquet,longformer-30_34.parquet,pythia-160m-step1000-0_199.parquet,pythia-160m-step1000-0_199.parquet,-22.711984634399414,-25.795536041259766,4,4
left_branch_island_echo_question,332,Many teachers had helped which patient?,Which had many teachers helped patient?,left_branch_island_echo_question_good_332,left_branch_island_echo_question_bad_332,longformer-525_529.parquet,longformer-540_544.parquet,pythia-160m-step1000-400_599.parquet,pythia-160m-step1000-400_599.parquet,-45.62732696533203,-50.52857208251953,7,7
distractor_agreement_relative_clause,188,Some boys that stunned Christina don't shrug.,Some boys that stunned Christina doesn't shrug.,distractor_agreement_relative_clause_good_188,distractor_agreement_relative_clause_bad_188,longformer-725_729.parquet,longformer-765_769.parquet,pythia-160m-step1000-600_799.parquet,pythia-160m-step1000-600_799.parquet,-63.586341857910156,-62.11701202392578,9,9
sentential_negation_npi_scope,529,The customers that were astounding some men might not ever testify.,The customers that were not astounding some men might ever testify.,sentential_negation_npi_scope_good_529,sentential_negation_npi_scope_bad_529,longformer-1140_1144.parquet,longformer-1130_1134.parquet,pythia-160m-step1000-1000_1199.parquet,pythia-160m-step1000-1000_1199.parquet,-80.11261749267578,-82.51104736328125,12,12
passive_2,411,Most banks weren't alarmed.,Most banks weren't collaborated.,passive_2_good_411,passive_2_bad_411,longformer-140_144.parquet,longformer-310_314.parquet,pythia-160m-step1000-0_199.parquet,pythia-160m-step1000-200_399.parquet,-38.80403518676758,-42.514278411865234,6,6
left_branch_island_echo_question,337,Gerald can criticize which child?,Which can Gerald criticize child?,left_branch_island_echo_question_good_337,left_branch_island_echo_question_bad_337,longformer-350_354.parquet,longformer-335_339.parquet,pythia-160m-step1000-200_399.parquet,pythia-160m-step1000-200_399.parquet,-60.313133239746094,-49.89003372192383,6,6
irregular_past_participle_verbs,309,Many boys woke up.,Many boys woken up.,irregular_past_participle_verbs_good_309,irregular_past_participle_verbs_bad_309,longformer-25_29.parquet,longformer-30_34.parquet,pythia-160m-step1000-0_199.parquet,pythia-160m-step1000-0_199.parquet,-26.99842071533203,-29.150196075439453,5,5
determiner_noun_agreement_with_adjective_1,160,The rug had embarrassed these nice pedestrians.,The rug had embarrassed these nice pedestrian.,determiner_noun_agreement_with_adjective_1_good_160,determiner_noun_agreement_with_adjective_1_bad_160,longformer-795_799.parquet,longformer-755_759.parquet,pythia-160m-step1000-600_799.parquet,pythia-160m-step1000-600_799.parquet,-57.40953826904297,-60.4721794128418,8,8
regular_plural_subject_verb_agreement_2,508,The waiters discuss this boy.,The waiter discuss this boy.,regular_plural_subject_verb_agreement_2_good_508,regular_plural_subject_verb_agreement_2_bad_508,longformer-195_199.parquet,longformer-170_174.parquet,pythia-160m-step1000-200_399.parquet,pythia-160m-step1000-0_199.parquet,-41.38041687011719,-42.12168502807617,6,6
principle_A_case_2,443,Melinda has thought about herself concealing Marla.,Melinda has thought about herself concealed Marla.,principle_A_case_2_good_443,principle_A_case_2_bad_443,longformer-890_894.parquet,longformer-860_864.parquet,pythia-160m-step1000-800_999.parquet,pythia-160m-step1000-800_999.parquet,-71.50724792480469,-69.47618103027344,8,8
wh_island,591,What is Emily investigating she has skated around?,What is Emily investigating who has skated around?,wh_island_good_591,wh_island_bad_591,longformer-860_864.parquet,longformer-855_859.parquet,pythia-160m-step1000-800_999.parquet,pythia-160m-step1000-800_999.parquet,-60.38641357421875,-57.747283935546875,9,9
inchoative,274,A lot of planes turned.,A lot of planes cleaned.,inchoative_good_274,inchoative_bad_274,longformer-70_74.parquet,longformer-90_94.parquet,pythia-160m-step1000-0_199.parquet,pythia-160m-step1000-0_199.parquet,-34.7032470703125,-34.32077407836914,6,6
distractor_agreement_relational_noun,177,The friend of the teenagers was firing Lawrence.,The friend of the teenagers were firing Lawrence.,distractor_agreement_relational_noun_good_177,distractor_agreement_relational_noun_bad_177,longformer-800_804.parquet,longformer-835_839.parquet,pythia-160m-step1000-800_999.parquet,pythia-160m-step1000-800_999.parquet,-51.10006332397461,-53.27130126953125,9,9
anaphor_number_agreement,22,Waiters concealed themselves.,Waiters concealed itself.,anaphor_number_agreement_good_22,anaphor_number_agreement_bad_22,longformer-205_209.parquet,longformer-115_119.parquet,pythia-160m-step1000-200_399.parquet,pythia-160m-step1000-0_199.parquet,-35.37858581542969,-36.02720642089844,4,4
wh_questions_subject_gap,610,Bradley can see the eggplants that do resemble that picture.,Bradley can see what the eggplants do resemble that picture.,wh_questions_subject_gap_good_610,wh_questions_subject_gap_bad_610,longformer-1055_1059.parquet,longformer-1065_1069.parquet,pythia-160m-step1000-1000_1199.parquet,pythia-160m-step1000-1000_1199.parquet,-66.35154724121094,-66.38648223876953,11,11
tough_vs_raising_1,567,The patients' teachers aren't hard work to complain about.,The patients' teachers aren't about to complain about.,tough_vs_raising_1_good_567,tough_vs_raising_1_bad_567,longformer-1025_1029.parquet,longformer-960_964.parquet,pythia-160m-step1000-1000_1199.parquet,pythia-160m-step1000-800_999.parquet,-59.88785934448242,-49.788909912109375,12,11
principle_A_case_1,434,Stacy can't explain that she is exiting the hospitals.,Stacy can't explain that herself is exiting the hospitals.,principle_A_case_1_good_434,principle_A_case_1_bad_434,longformer-950_954.parquet,longformer-1030_1034.parquet,pythia-160m-step1000-800_999.parquet,pythia-160m-step1000-1000_1199.parquet,-73.24111938476562,-77.10272979736328,11,11
inchoative,270,A scarf shrinks.,A scarf finds.,inchoative_good_270,inchoative_bad_270,longformer-10_14.parquet,longformer-0_4.parquet,pythia-160m-step1000-0_199.parquet,pythia-160m-step1000-0_199.parquet,-33.39973449707031,-26.902963638305664,4,4
irregular_past_participle_adjectives,297,The broken window was small.,The broke window was small.,irregular_past_participle_adjectives_good_297,irregular_past_participle_adjectives_bad_297,longformer-180_184.parquet,longformer-160_164.parquet,pythia-160m-step1000-0_199.parquet,pythia-160m-step1000-0_199.parquet,-31.441957473754883,-37.75476837158203,6,6
sentential_negation_npi_licensor_present,513,Elizabeth had not ever asked Alexander's ex-girlfriend to practice.,Elizabeth had fortunately ever asked Alexander's ex-girlfriend to practice.,sentential_negation_npi_licensor_present_good_513,sentential_negation_npi_licensor_present_bad_513,longformer-1135_1139.parquet,longformer-1220_1224.parquet,pythia-160m-step1000-1000_1199.parquet,pythia-160m-step1000-1200_1399.parquet,-61.005435943603516,-75.27308654785156,13,13
sentential_negation_npi_scope,526,Some guys who were disgusting Irene have not ever concealed that unicycle.,Some guys who were not disgusting Irene have ever concealed that unicycle.,sentential_negation_npi_scope_good_526,sentential_negation_npi_scope_bad_526,longformer-1190_1194.parquet,longformer-1195_1199.parquet,pythia-160m-step1000-1200_1399.parquet,pythia-160m-step1000-1000_1199.parquet,-98.87777709960938,-97.34992218017578,13,13
drop_argument,192,Stephanie's colleague climbs down.,Stephanie's colleague disagrees with.,drop_argument_good_192,drop_argument_bad_192,longformer-390_394.parquet,longformer-475_479.parquet,pythia-160m-step1000-200_399.parquet,pythia-160m-step1000-400_599.parquet,-59.256351470947266,-53.67316818237305,6,6
animate_subject_passive,30,Nina wasn't known by the ladies.,Nina wasn't known by the synthesis.,animate_subject_passive_good_30,animate_subject_passive_bad_30,longformer-315_319.parquet,longformer-425_429.parquet,pythia-160m-step1000-200_399.parquet,pythia-160m-step1000-400_599.parquet,-46.34170150756836,-48.199615478515625,8,8
matrix_question_npi_licensor_present,350,Had a lot of women ever walked through some public park?,A lot of women had ever walked through some public park.,matrix_question_npi_licensor_present_good_350,matrix_question_npi_licensor_present_bad_350,longformer-995_999.parquet,longformer-1000_1004.parquet,pythia-160m-step1000-800_999.parquet,pythia-160m-step1000-800_999.parquet,-60.82147979736328,-60.92486572265625,12,12
ellipsis_n_bar_2,218,The Impressionists disagreed with a few patients and some reports about the Clintons disagreed with a lot good patients.,The Impressionists disagreed with a few unemployed patients and some reports about the Clintons disagreed with a lot good.,ellipsis_n_bar_2_good_218,ellipsis_n_bar_2_bad_218,longformer-1335_1339.parquet,longformer-1335_1339.parquet,pythia-160m-step1000-1200_1399.parquet,pythia-160m-step1000-1200_1399.parquet,-117.74327087402344,-122.77320098876953,20,20
coordinate_structure_constraint_object_extraction,89,What were the pedestrian and many associations disturbing?,What is the pedestrian disturbing and many associations?,coordinate_structure_constraint_object_extraction_good_89,coordinate_structure_constraint_object_extraction_bad_89,longformer-1025_1029.parquet,longformer-995_999.parquet,pythia-160m-step1000-1000_1199.parquet,pythia-160m-step1000-800_999.parquet,-64.86438751220703,-58.288047790527344,9,9
principle_A_reconstruction,485,It's himself that Joseph escaped from.,It's himself that escaped from Joseph.,principle_A_reconstruction_good_485,principle_A_reconstruction_bad_485,longformer-500_504.parquet,longformer-485_489.parquet,pythia-160m-step1000-400_599.parquet,pythia-160m-step1000-400_599.parquet,-46.52241897583008,-48.038177490234375,8,8
superlative_quantifiers_1,541,No teacher loves fewer than six senators.,No teacher loves at most six senators.,superlative_quantifiers_1_good_541,superlative_quantifiers_1_bad_541,longformer-610_614.parquet,longformer-500_504.parquet,pythia-160m-step1000-600_799.parquet,pythia-160m-step1000-400_599.parquet,-57.753509521484375,-56.628753662109375,8,8
wh_questions_subject_gap,613,Ronald remembers the waiter that wasn't annoying Carmen.,Ronald remembers who the waiter wasn't annoying Carmen.,wh_questions_subject_gap_good_613,wh_questions_subject_gap_bad_613,longformer-990_994.parquet,longformer-975_979.parquet,pythia-160m-step1000-800_999.parquet,pythia-160m-step1000-800_999.parquet,-72.85617065429688,-77.2022476196289,10,10
determiner_noun_agreement_2,104,Many pedestrians lifted those movie theaters.,Many pedestrians lifted that movie theaters.,determiner_noun_agreement_2_good_104,determiner_noun_agreement_2_bad_104,longformer-715_719.parquet,longformer-680_684.parquet,pythia-160m-step1000-600_799.parquet,pythia-160m-step1000-600_799.parquet,-49.266510009765625,-48.640869140625,7,7
wh_vs_that_with_gap_long_distance,662,Steve does discover who a lot of schools that couldn't lie have talked to.,Steve does discover that a lot of schools that couldn't lie have talked to.,wh_vs_that_with_gap_long_distance_good_662,wh_vs_that_with_gap_long_distance_bad_662,longformer-1190_1194.parquet,longformer-1200_1204.parquet,pythia-160m-step1000-1000_1199.parquet,pythia-160m-step1000-1200_1399.parquet,-87.65718078613281,-80.14125061035156,16,16
matrix_question_npi_licensor_present,354,Had Carol ever encouraged Phillip to take a lot of public parks?,Carol had ever encouraged Phillip to take a lot of public parks.,matrix_question_npi_licensor_present_good_354,matrix_question_npi_licensor_present_bad_354,longformer-1105_1109.parquet,longformer-1095_1099.parquet,pythia-160m-step1000-1000_1199.parquet,pythia-160m-step1000-1000_1199.parquet,-79.58004760742188,-67.49742126464844,13,13
animate_subject_trans,42,David discovered this ice cream.,Every hospital discovered this ice cream.,animate_subject_trans_good_42,animate_subject_trans_bad_42,longformer-305_309.parquet,longformer-620_624.parquet,pythia-160m-step1000-200_399.parquet,pythia-160m-step1000-600_799.parquet,-34.16101837158203,-51.15812683105469,6,7
npi_present_2,371,Rose clearly imagines Sherry couldn't eat.,Rose ever imagines Sherry couldn't eat.,npi_present_2_good_371,npi_present_2_bad_371,longformer-655_659.parquet,longformer-550_554.parquet,pythia-160m-step1000-600_799.parquet,pythia-160m-step1000-400_599.parquet,-61.32929229736328,-60.021148681640625,8,8
animate_subject_trans,43,Nancy is talking about Lucille.,This pie is talking about Lucille.,animate_subject_trans_good_43,animate_subject_trans_bad_43,longformer-275_279.parquet,longformer-365_369.parquet,pythia-160m-step1000-200_399.parquet,pythia-160m-step1000-200_399.parquet,-43.482421875,-44.987762451171875,6,7
transitive,583,Theodore remembers Rachelle.,Theodore complained Rachelle.,transitive_good_583,transitive_bad_583,longformer-170_174.parquet,longformer-215_219.parquet,pythia-160m-step1000-0_199.parquet,pythia-160m-step1000-200_399.parquet,-50.52153015136719,-54.76533126831055,4,4
regular_plural_subject_verb_agreement_1,490,Steven talks to Florence.,Steven talk to Florence.,regular_plural_subject_verb_agreement_1_good_490,regular_plural_subject_verb_agreement_1_bad_490,longformer-105_109.parquet,longformer-90_94.parquet,pythia-160m-step1000-0_199.parquet,pythia-160m-step1000-0_199.parquet,-26.571826934814453,-23.840003967285156,5,5
intransitive,289,Some box closes.,Some box scared.,intransitive_good_289,intransitive_bad_289,longformer-10_14.parquet,longformer-10_14.parquet,pythia-160m-step1000-0_199.parquet,pythia-160m-step1000-0_199.parquet,-25.59732437133789,-27.909954071044922,4,4
irregular_plural_subject_verb_agreement_2,327,The man is insulting Susan.,The men is insulting Susan.,irregular_plural_subject_verb_agreement_2_good_327,irregular_plural_subject_verb_agreement_2_bad_327,longformer-150_154.parquet,longformer-135_139.parquet,pythia-160m-step1000-0_199.parquet,pythia-160m-step1000-0_199.parquet,-32.52947998046875,-35.609947204589844,6,6
distractor_agreement_relative_clause,189,This documentary that wasn't impressing most actors isn't winning.,This documentary that wasn't impressing most actors aren't winning.,distractor_agreement_relative_clause_good_189,distractor_agreement_relative_clause_bad_189,longformer-1125_1129.parquet,longformer-1135_1139.parquet,pythia-160m-step1000-1000_1199.parquet,pythia-160m-step1000-1000_1199.parquet,-80.62454223632812,-79.56458282470703,12,12
determiner_noun_agreement_1,99,A banana embarrassed those actresses.,A banana embarrassed those actress.,determiner_noun_agreement_1_good_99,determiner_noun_agreement_1_bad_99,longformer-465_469.parquet,longformer-410_414.parquet,pythia-160m-step1000-400_599.parquet,pythia-160m-step1000-200_399.parquet,-45.93560791015625,-46.32328796386719,6,6
anaphor_gender_agreement,13,Ruth returns to herself.,Ruth returns to itself.,anaphor_gender_agreement_good_13,anaphor_gender_agreement_bad_13,longformer-80_84.parquet,longformer-65_69.parquet,pythia-160m-step1000-0_199.parquet,pythia-160m-step1000-0_199.parquet,-39.201812744140625,-39.10292053222656,5,5
transitive,587,This teacher's partners stunned Walter.,This teacher's partners fall Walter.,transitive_good_587,transitive_bad_587,longformer-525_529.parquet,longformer-460_464.parquet,pythia-160m-step1000-400_599.parquet,pythia-160m-step1000-400_599.parquet,-53.134395599365234,-49.986839294433594,7,7
determiner_noun_agreement_with_adj_2,132,Those ladies work with these lucky actors.,Those ladies work with this lucky actors.,determiner_noun_agreement_with_adj_2_good_132,determiner_noun_agreement_with_adj_2_bad_132,longformer-650_654.parquet,longformer-630_634.parquet,pythia-160m-step1000-600_799.parquet,pythia-160m-step1000-400_599.parquet,-43.74704360961914,-49.10921096801758,8,8
determiner_noun_agreement_irregular_1,112,Susan won't notice these fungi.,Susan won't notice these fungus.,determiner_noun_agreement_irregular_1_good_112,determiner_noun_agreement_irregular_1_bad_112,longformer-265_269.parquet,longformer-310_314.parquet,pythia-160m-step1000-200_399.parquet,pythia-160m-step1000-200_399.parquet,-52.501953125,-56.523643493652344,7,7
left_branch_island_simple_question,342,Which ladies has Erin observed?,Which has Erin observed ladies?,left_branch_island_simple_question_good_342,left_branch_island_simple_question_bad_342,longformer-245_249.parquet,longformer-270_274.parquet,pythia-160m-step1000-200_399.parquet,pythia-160m-step1000-200_399.parquet,-48.79462432861328,-49.227264404296875,6,6
irregular_past_participle_adjectives,298,The worn scarves aren't concealed.,The wore scarves aren't concealed.,irregular_past_participle_adjectives_good_298,irregular_past_participle_adjectives_bad_298,longformer-380_384.parquet,longformer-390_394.parquet,pythia-160m-step1000-200_399.parquet,pythia-160m-step1000-200_399.parquet,-50.822566986083984,-50.970176696777344,7,7
wh_questions_object_gap,601,Joel couldn't forget most cashiers that the guys hugged.,Joel couldn't forget who the guys hugged most cashiers.,wh_questions_object_gap_good_601,wh_questions_object_gap_bad_601,longformer-990_994.parquet,longformer-970_974.parquet,pythia-160m-step1000-800_999.parquet,pythia-160m-step1000-800_999.parquet,-86.78382110595703,-83.0357437133789,11,11
adjunct_island,2,What is Larry dropping by after lifting a grocery store?,What is Larry dropping by a grocery store after lifting?,adjunct_island_good_2,adjunct_island_bad_2,longformer-990_994.parquet,longformer-995_999.parquet,pythia-160m-step1000-800_999.parquet,pythia-160m-step1000-800_999.parquet,-64.70654296875,-67.74117279052734,11,11
determiner_noun_agreement_with_adj_irregular_1,144,Most photographs look like those clever children.,Most photographs look like those clever child.,determiner_noun_agreement_with_adj_irregular_1_good_144,determiner_noun_agreement_with_adj_irregular_1_bad_144,longformer-840_844.parquet,longformer-740_744.parquet,pythia-160m-step1000-800_999.parquet,pythia-160m-step1000-600_799.parquet,-48.18135452270508,-52.95565414428711,8,8
irregular_plural_subject_verb_agreement_2,325,The women haven't hired Candice.,The woman haven't hired Candice.,irregular_plural_subject_verb_agreement_2_good_325,irregular_plural_subject_verb_agreement_2_bad_325,longformer-290_294.parquet,longformer-305_309.parquet,pythia-160m-step1000-200_399.parquet,pythia-160m-step1000-200_399.parquet,-52.41225814819336,-54.63507080078125,7,7
sentential_subject_island,532,Who will a legislature's aggravating Anna hurt.,Who will a legislature's aggravating hurt Anna.,sentential_subject_island_good_532,sentential_subject_island_bad_532,longformer-760_764.parquet,longformer-785_789.parquet,pythia-160m-step1000-600_799.parquet,pythia-160m-step1000-600_799.parquet,-71.28926086425781,-68.25222778320312,9,9
coordinate_structure_constraint_object_extraction,81,What have April and a lot of customers insulted?,What had April insulted and a lot of customers?,coordinate_structure_constraint_object_extraction_good_81,coordinate_structure_constraint_object_extraction_bad_81,longformer-800_804.parquet,longformer-765_769.parquet,pythia-160m-step1000-800_999.parquet,pythia-160m-step1000-600_799.parquet,-58.1872673034668,-61.19799041748047,10,10
regular_plural_subject_verb_agreement_2,505,The cup tips over.,The cups tips over.,regular_plural_subject_verb_agreement_2_good_505,regular_plural_subject_verb_agreement_2_bad_505,longformer-25_29.parquet,longformer-35_39.parquet,pythia-160m-step1000-0_199.parquet,pythia-160m-step1000-0_199.parquet,-35.38482666015625,-38.39407730102539,5,5
causative,51,Mary folded every skirt.,Mary vanished every skirt.,causative_good_51,causative_bad_51,longformer-75_79.parquet,longformer-130_134.parquet,pythia-160m-step1000-0_199.parquet,pythia-160m-step1000-0_199.parquet,-37.37191390991211,-37.39200210571289,5,5
superlative_quantifiers_2,551,A museum insulted at most two doctors.,No museum insulted at most two doctors.,superlative_quantifiers_2_good_551,superlative_quantifiers_2_bad_551,longformer-495_499.parquet,longformer-530_534.parquet,pythia-160m-step1000-400_599.parquet,pythia-160m-step1000-400_599.parquet,-62.6107063293457,-64.58716583251953,8,8
adjunct_island,9,What had Sally remembered without insulting the report?,What had Sally remembered the report without insulting?,adjunct_island_good_9,adjunct_island_bad_9,longformer-985_989.parquet,longformer-975_979.parquet,pythia-160m-step1000-800_999.parquet,pythia-160m-step1000-800_999.parquet,-57.299922943115234,-57.061424255371094,9,9
npi_present_2,376,Vanessa did also care for George.,Vanessa did ever care for George.,npi_present_2_good_376,npi_present_2_bad_376,longformer-335_339.parquet,longformer-345_349.parquet,pythia-160m-step1000-200_399.parquet,pythia-160m-step1000-200_399.parquet,-48.02116394042969,-45.23222732543945,7,7
determiner_noun_agreement_with_adj_irregular_2,158,Those cashiers buy those smooth lice.,Those cashiers buy that smooth lice.,determiner_noun_agreement_with_adj_irregular_2_good_158,determiner_noun_agreement_with_adj_irregular_2_bad_158,longformer-480_484.parquet,longformer-440_444.parquet,pythia-160m-step1000-400_599.parquet,pythia-160m-step1000-400_599.parquet,-61.279945373535156,-59.327728271484375,7,7
passive_1,402,Kenneth's partner wasn't aggravated by every play.,Kenneth's partner wasn't concurred by every play.,passive_1_good_402,passive_1_bad_402,longformer-875_879.parquet,longformer-840_844.parquet,pythia-160m-step1000-800_999.parquet,pythia-160m-step1000-800_999.parquet,-65.86888885498047,-74.54481506347656,10,10
tough_vs_raising_2,576,A lot of drivers are soon to clash.,A lot of drivers are irritating to clash.,tough_vs_raising_2_good_576,tough_vs_raising_2_bad_576,longformer-405_409.parquet,longformer-615_619.parquet,pythia-160m-step1000-400_599.parquet,pythia-160m-step1000-600_799.parquet,-48.96111297607422,-55.537620544433594,9,9
determiner_noun_agreement_2,106,Most universities describe those movies.,Most universities describe that movies.,determiner_noun_agreement_2_good_106,determiner_noun_agreement_2_bad_106,longformer-585_589.parquet,longformer-520_524.parquet,pythia-160m-step1000-400_599.parquet,pythia-160m-step1000-400_599.parquet,-38.543582916259766,-39.999576568603516,6,6
passive_2,416,The grandsons of Kenneth aren't disgusted.,The grandsons of Kenneth aren't gotten fired.,passive_2_good_416,passive_2_bad_416,longformer-645_649.parquet,longformer-715_719.parquet,pythia-160m-step1000-600_799.parquet,pythia-160m-step1000-600_799.parquet,-67.51191711425781,-69.75717163085938,8,9
principle_A_case_2,440,Matt was imagining himself disturbing Kevin.,Matt was imagining himself disturbs Kevin.,principle_A_case_2_good_440,principle_A_case_2_bad_440,longformer-685_689.parquet,longformer-650_654.parquet,pythia-160m-step1000-600_799.parquet,pythia-160m-step1000-600_799.parquet,-51.92595672607422,-60.50874328613281,7,7
ellipsis_n_bar_1,204,Most children disagree with a few hidden sisters and a lot of commentaries disagree with a lot.,Most children disagree with a few sisters and a lot of commentaries disagree with a lot hidden.,ellipsis_n_bar_1_good_204,ellipsis_n_bar_1_bad_204,longformer-1300_1304.parquet,longformer-1305_1309.parquet,pythia-160m-step1000-1200_1399.parquet,pythia-160m-step1000-1200_1399.parquet,-95.78421020507812,-98.57830047607422,18,18
principle_A_domain_3,472,Bruce thinks Jodi visits herself.,Jodi thinks Bruce visits herself.,principle_A_domain_3_good_472,principle_A_domain_3_bad_472,longformer-325_329.parquet,longformer-330_334.parquet,pythia-160m-step1000-200_399.parquet,pythia-160m-step1000-200_399.parquet,-63.54508590698242,-56.43721389770508,6,6
sentential_negation_npi_scope,524,Bethany's daughters who are appreciating all lakes could not ever plan to disturb Diane.,Bethany's daughters who are not appreciating all lakes could ever plan to disturb Diane.,sentential_negation_npi_scope_good_524,sentential_negation_npi_scope_bad_524,longformer-1285_1289.parquet,longformer-1285_1289.parquet,pythia-160m-step1000-1200_1399.parquet,pythia-160m-step1000-1200_1399.parquet,-134.01034545898438,-132.2451629638672,16,16
inchoative,272,A sock had stretched.,A sock had concealed.,inchoative_good_272,inchoative_bad_272,longformer-40_44.parquet,longformer-45_49.parquet,pythia-160m-step1000-0_199.parquet,pythia-160m-step1000-0_199.parquet,-36.679351806640625,-35.31122589111328,5,5
principle_A_case_1,433,Charles wasn't saying that he climbs up ladders.,Charles wasn't saying that himself climbs up ladders.,principle_A_case_1_good_433,principle_A_case_1_bad_433,longformer-805_809.parquet,longformer-935_939.parquet,pythia-160m-step1000-800_999.parquet,pythia-160m-step1000-800_999.parquet,-64.31192779541016,-72.91529846191406,10,10
distractor_agreement_relational_noun,176,A pamphlet about the Lutherans does alarm Nicole.,A pamphlet about the Lutherans do alarm Nicole.,distractor_agreement_relational_noun_good_176,distractor_agreement_relational_noun_bad_176,longformer-830_834.parquet,longformer-795_799.parquet,pythia-160m-step1000-800_999.parquet,pythia-160m-step1000-600_799.parquet,-78.27821350097656,-79.01963806152344,9,9
existential_there_object_raising,228,Many grandsons of every waiter hadn't believed there to be many waitresses prodding Steve to break the mirrors.,Many grandsons of every waiter hadn't obligated there to be many waitresses prodding Steve to break the mirrors.,existential_there_object_raising_good_228,existential_there_object_raising_bad_228,longformer-1330_1334.parquet,longformer-1335_1339.parquet,pythia-160m-step1000-1200_1399.parquet,pythia-160m-step1000-1200_1399.parquet,-140.34762573242188,-147.4099578857422,20,20
principle_A_domain_2,469,Sherry says jackets will distract themselves.,Sherry says jackets will distract herself.,principle_A_domain_2_good_469,principle_A_domain_2_bad_469,longformer-725_729.parquet,longformer-640_644.parquet,pythia-160m-step1000-600_799.parquet,pythia-160m-step1000-600_799.parquet,-60.94811248779297,-63.754974365234375,7,7
animate_subject_passive,32,The boy isn't investigated by some senator.,The boy isn't investigated by some medium.,animate_subject_passive_good_32,animate_subject_passive_bad_32,longformer-670_674.parquet,longformer-640_644.parquet,pythia-160m-step1000-600_799.parquet,pythia-160m-step1000-600_799.parquet,-54.432579040527344,-53.71665954589844,9,9
principle_A_domain_3,475,Lucille shouldn't say Timothy observes himself.,Timothy shouldn't say Lucille observes himself.,principle_A_domain_3_good_475,principle_A_domain_3_bad_475,longformer-785_789.parquet,longformer-780_784.parquet,pythia-160m-step1000-600_799.parquet,pythia-160m-step1000-600_799.parquet,-65.38551330566406,-61.116573333740234,8,8
tough_vs_raising_2,579,Douglas wasn't certain to lift some cats.,Douglas wasn't exciting to lift some cats.,tough_vs_raising_2_good_579,tough_vs_raising_2_bad_579,longformer-620_624.parquet,longformer-645_649.parquet,pythia-160m-step1000-600_799.parquet,pythia-160m-step1000-600_799.parquet,-58.627166748046875,-61.325111389160156,9,9
sentential_negation_npi_licensor_present,511,The couches did not ever slip.,The couches did probably ever slip.,sentential_negation_npi_licensor_present_good_511,sentential_negation_npi_licensor_present_bad_511,longformer-230_234.parquet,longformer-435_439.parquet,pythia-160m-step1000-200_399.parquet,pythia-160m-step1000-400_599.parquet,-46.68633270263672,-52.62115478515625,7,7
principle_A_reconstruction,480,It's himself that Larry is kissing.,It's himself that is kissing Larry.,principle_A_reconstruction_good_480,principle_A_reconstruction_bad_480,longformer-395_399.parquet,longformer-420_424.parquet,pythia-160m-step1000-400_599.parquet,pythia-160m-step1000-400_599.parquet,-46.77927780151367,-50.1703987121582,8,8
distractor_agreement_relational_noun,175,The movie about the Borgias wasn't embarrassing Eva.,The movie about the Borgias weren't embarrassing Eva.,distractor_agreement_relational_noun_good_175,distractor_agreement_relational_noun_bad_175,longformer-900_904.parquet,longformer-935_939.parquet,pythia-160m-step1000-800_999.parquet,pythia-160m-step1000-800_999.parquet,-69.73377227783203,-72.27131652832031,10,10
transitive,584,Janet visits the hill.,Janet copes the hill.,transitive_good_584,transitive_bad_584,longformer-55_59.parquet,longformer-40_44.parquet,pythia-160m-step1000-0_199.parquet,pythia-160m-step1000-0_199.parquet,-37.82334899902344,-52.75575256347656,5,5
passive_2,418,Deanna's teacher is cared for.,Deanna's teacher is smiled.,passive_2_good_418,passive_2_bad_418,longformer-225_229.parquet,longformer-150_154.parquet,pythia-160m-step1000-200_399.parquet,pythia-160m-step1000-0_199.parquet,-41.715450286865234,-42.019161224365234,7,6
principle_A_reconstruction,489,It's herself that Carmen won't stun.,It's herself that won't stun Carmen.,principle_A_reconstruction_good_489,principle_A_reconstruction_bad_489,longformer-455_459.parquet,longformer-440_444.parquet,pythia-160m-step1000-400_599.parquet,pythia-160m-step1000-400_599.parquet,-58.26905822753906,-61.58598709106445,9,9
