fid,frac,n_total,mean_act,modal,bucket,label
2258,0.2,50,3.336,survey,q3,
2260,0.2,50,1.31,and,q2,
2262,0.1,29,1.052,been,q1_lowest,
2263,0.1,13,0.966,also,q1_lowest,
2270,0.2,50,5.953,mg,q4_highest,
2286,0.30000000000000004,50,5.15,were,q3,
2287,0.1,50,1.409,is,q2,generic mix: copula 'is' + relationship/sports/terrain nouns
2295,0.2,12,1.043,i,q1_lowest,
2298,0.30000000000000004,50,4.391,live,q3,
2301,0.0,50,9.664,,q4_highest,
2303,0.0,50,9.071,,q4_highest,
2304,0.30000000000000004,50,8.147,same,q4_highest,
2308,0.1,50,1.238,offences,q2,
2310,0.2,50,1.52,is,q3,
2313,0.2,50,1.322,on,q2,
2321,0.2,50,3.779,provider,q3,
2327,0.1,50,1.009,other,q1_lowest,
2329,0.30000000000000004,11,0.861,a,q1_lowest,
2330,0.4,50,2.815,mid,q3,
2338,0.1,15,0.917,primary,q1_lowest,
2345,0.30000000000000004,50,5.795,product,q4_highest,
2354,0.2,36,0.992,closer,q1_lowest,
2359,0.2,11,0.921,norm,q1_lowest,
2361,0.0,50,6.055,,q4_highest,
2364,0.2,50,1.154,never,q2,
2368,0.2,50,1.274,temporary,q2,
2369,0.4,50,3.6109999999999998,required,q3,
2373,0.30000000000000004,50,18.748,kind,q4_highest,idiomatic-slot 'kind of ___' (any kind/different kind/this kind of illness)
2386,0.2,50,1.157,and,q2,
2388,0.4,50,9.483,*,q4_highest,
2394,0.2,50,1.593,men,q3,
2401,0.30000000000000004,50,1.11,inches,q2,
2403,0.2,50,1.135,before,q2,
2409,0.30000000000000004,50,11.887,3,q4_highest,
2413,0.30000000000000004,50,7.449,going,q4_highest,
2429,0.30000000000000004,50,6.97,an,q4_highest,
2431,0.4,50,5.167,<,q3,
2436,0.30000000000000004,50,11.567,don,q4_highest,
2443,0.1,50,1.266,desktop,q2,
2457,0.1,23,0.9530000000000001,43,q1_lowest,
2458,0.2,50,1.186,](,q2,
2460,0.1,23,0.9400000000000001,d,q1_lowest,
2464,0.30000000000000004,50,8.259,who,q4_highest,
2465,0.2,50,1.046,given,q1_lowest,
2467,0.4,13,1.405,helsinki,q2,'Declaration of Helsinki' (research-ethics boilerplate) + phonetically-similar 'Madness'/'mindfulness'
2474,0.4,50,1.608,where,q3,
2476,0.2,23,0.913,resolution,q1_lowest,
2479,0.2,50,1.463,the,q3,
2484,0.2,50,3.951,rounded,q3,
2496,0.1,50,4.05,proxy,q3,
2499,0.4,50,8.646,problems,q4_highest,
2500,0.2,50,1.478,wouldn,q3,
2501,0.30000000000000004,18,1.039,latter,q1_lowest,
2506,0.2,50,7.475,weather,q4_highest,
2507,0.30000000000000004,50,9.931000000000001,?,q4_highest,
2513,0.2,50,1.298,void,q2,
2519,0.4,50,8.043,of,q4_highest,
2520,0.2,50,1.202,required,q2,
2522,0.2,50,1.385,is,q2,temporal/negative-polarity adverbs (already/never/been) — reflective narrative
2523,0.4,14,1.024,to,q1_lowest,
2541,0.2,50,1.115,delhi,q2,
2544,0.30000000000000004,50,1.123,good,q2,
2552,0.2,50,8.799,but,q4_highest,
2558,0.30000000000000004,50,1.341,this,q2,
2565,0.4,50,1.139,freedom,q2,
2571,0.4,50,1.459,return,q3,
2575,0.30000000000000004,50,4.579,the,q3,
2576,0.4,50,8.418,information,q4_highest,
2580,0.4,50,5.481,first,q4_highest,
2587,0.4,50,4.6850000000000005,competitive,q3,
2591,0.1,50,1.124,per,q2,
2593,0.4,17,1.546,anything,q3,
2595,0.30000000000000004,50,1.412,energy,q3,
2596,0.1,50,1.156,multi,q2,
2599,0.1,12,0.934,clinical,q1_lowest,
2601,0.1,50,10.715,=,q4_highest,
2602,0.2,50,1.304,it,q2,
2603,0.2,50,5.779,to,q4_highest,
2624,0.30000000000000004,50,1.496,âģ¢,q3,
2627,0.2,50,1.451,launched,q3,
2630,0.4,50,7.118,collections,q4_highest,
2633,0.30000000000000004,50,5.086,field,q3,
2634,0.2,50,5.374,it,q4_highest,
2639,0.30000000000000004,50,1.443,a,q3,
2644,0.30000000000000004,50,8.762,rs,q4_highest,
2648,0.4,50,5.275,female,q3,gender-noun lemma family: female(s)/women/girls (demographic-statistics prose)
2650,0.2,50,4.3870000000000005,41,q3,
2653,0.4,50,7.827,software,q4_highest,
2654,0.2,13,0.899,got,q1_lowest,
2659,0.30000000000000004,50,8.129,the,q4_highest,
2667,0.4,50,7.768,the,q4_highest,
2683,0.1,50,6.991,phenomenon,q4_highest,
2694,0.2,50,1.016,"`,",q1_lowest,
2697,0.30000000000000004,50,8.278,question,q4_highest,
2699,0.1,50,1.359,intended,q2,
2702,0.2,37,1.094,others,q2,
2711,0.2,21,0.9390000000000001,video,q1_lowest,
2714,0.30000000000000004,35,0.994,system,q1_lowest,
2719,0.4,50,5.825,php,q4_highest,
2725,0.2,50,5.013,460,q3,
2727,0.30000000000000004,22,1.031,point,q1_lowest,
2729,0.2,50,1.155,the,q2,
2730,0.30000000000000004,50,4.876,define,q3,
2735,0.4,50,7.788,homes,q4_highest,
2737,0.30000000000000004,50,1.12,trouble,q2,
2739,0.0,50,3.745,,q3,
2741,0.2,50,1.505,to,q3,
2744,0.4,50,10.508,les,q4_highest,
2746,0.1,45,1.096,186,q2,
2751,0.1,50,1.31,officers,q2,
2753,0.30000000000000004,50,1.746,process,q3,
2755,0.2,50,1.055,into,q1_lowest,
2758,0.2,50,7.995,crypto,q4_highest,
2764,0.0,50,5.076,,q3,
2769,0.30000000000000004,30,1.5350000000000001,bright,q3,
2803,0.30000000000000004,50,1.3719999999999999,frequency,q2,
2805,0.1,50,1.026,footsteps,q1_lowest,
2807,0.2,50,1.783,distribution,q3,
2811,0.2,10,0.9450000000000001,in,q1_lowest,
2814,0.2,12,0.857,that,q1_lowest,
2815,0.2,10,1.015,goodness,q1_lowest,
2820,0.4,50,6.257,form,q4_highest,
2822,0.30000000000000004,50,1.5430000000000001,&,q3,
2824,0.1,50,1.612,spiral,q3,
2833,0.1,18,0.993,aspect,q1_lowest,
2847,0.30000000000000004,50,1.5350000000000001,commenter,q3,
2852,0.2,50,1.8820000000000001,season,q3,
2853,0.2,50,1.443,""":",q3,
2862,0.2,17,0.977,emergence,q1_lowest,
2871,0.30000000000000004,50,5.356,technology,q3,tech-company branding nouns (Technology/Software/Solutions/Aerospace) — ad copy
2876,0.30000000000000004,32,1.194,fashion,q2,
2878,0.2,50,7.469,by,q4_highest,
2883,0.1,50,1.491,ones,q3,
2887,0.1,13,1.114,appeared,q2,
2900,0.4,50,7.312,the,q4_highest,
2906,0.30000000000000004,50,1.096,was,q2,
2910,0.1,50,14.494,founded,q4_highest,biographical-origin narrative (founded/born/despite/few) — obituary/company-history register
2912,0.4,50,1.312,versa,q2,
2913,0.30000000000000004,50,1.457,assessment,q3,
2916,0.2,50,10.292,appropriate,q4_highest,
2918,0.30000000000000004,50,1.187,whether,q2,
2919,0.1,50,1.411,which,q3,
2923,0.2,50,5.936,applicable,q4_highest,
2924,0.4,50,1.185,at,q2,
2931,0.30000000000000004,50,1.301,appeared,q2,
2933,0.2,26,1.036,12,q1_lowest,
2934,0.2,50,1.445,of,q3,
2942,0.30000000000000004,50,5.52,effects,q4_highest,
2946,0.2,50,1.403,if,q2,legislative/regulatory vocabulary (legislature/emission) + reported-speech 'if I had known'
2949,0.1,50,5.479,infinitesimal,q4_highest,
2957,0.4,50,6.592,died,q4_highest,
2960,0.30000000000000004,15,0.926,.,q1_lowest,
2962,0.2,10,0.902,into,q1_lowest,
2965,0.2,24,0.9390000000000001,and,q1_lowest,
2966,0.1,23,1.06,officers,q1_lowest,
2967,0.4,50,6.902,enhancement,q4_highest,
2969,0.30000000000000004,20,1.006,latter,q1_lowest,
2973,0.1,50,1.1,my,q2,
2978,0.1,50,1.274,heart,q2,
2981,0.1,50,1.279,learned,q2,
2989,0.2,50,1.124,following,q2,
2994,0.2,20,0.98,subjected,q1_lowest,
2999,0.30000000000000004,50,16.073,-,q4_highest,hyphenated compound-modifier construction (built-in/bi-directional/real-time) + 'We/us' technical narration
