fid,frac,n_total,mean_act,modal,bucket,label
2127,0.30000000000000004,12,0.903,into,q1_lowest,
2128,0.2,50,1.24,only,q2,
2129,0.1,14,1.145,fabric,q2,
2132,0.4,50,11.581,values,q4_highest,
2134,0.2,50,1.921,who,q3,
2135,0.1,50,7.026,145,q4_highest,
2137,0.2,50,1.248,learning,q2,
2138,0.30000000000000004,50,6.302,reliability,q4_highest,
2141,0.4,50,3.899,sooner,q3,
2142,0.2,50,5.719,broadband,q4_highest,
2146,0.1,50,1.403,answered,q2,
2147,0.2,50,1.339,of,q2,
2149,0.1,50,1.454,religious,q3,
2153,0.4,50,7.842,foreign,q4_highest,
2154,0.2,50,8.915,without,q4_highest,
2156,0.1,25,0.934,learn,q1_lowest,
2157,0.2,21,0.981,sooner,q1_lowest,
2160,0.4,50,5.481,hand,q3,
2161,0.2,50,1.449,=,q3,
2164,0.30000000000000004,25,1.003,with,q1_lowest,
2165,0.2,50,4.577,stupid,q3,
2174,0.4,50,7.535,your,q4_highest,
2181,0.4,50,7.028,",",q4_highest,
2183,0.4,50,3.477,contain,q3,
2186,0.4,50,1.403,at,q2,
2187,0.1,50,1.201,8,q2,
2195,0.1,50,1.395,version,q2,
2203,0.2,50,4.227,efficiency,q3,
2204,0.4,50,5.298,a,q3,
2207,0.2,20,0.906,"""",q1_lowest,
2210,0.4,50,4.889,a,q3,
2221,0.2,12,0.9590000000000001,technological,q1_lowest,
2226,0.2,50,1.164,sudo,q2,
2228,0.30000000000000004,50,1.189,the,q2,
2230,0.4,50,7.9719999999999995,s,q4_highest,
2232,0.30000000000000004,50,8.603,âģ¢,q4_highest,
2233,0.30000000000000004,50,8.776,the,q4_highest,
2236,0.2,50,6.179,âłâł,q4_highest,
2247,0.2,50,1.467,/*,q3,
2250,0.30000000000000004,30,1.452,lest,q3,
2251,0.4,50,7.735,-,q4_highest,
2254,0.2,32,1.008,"`,",q1_lowest,
2260,0.2,50,1.351,after,q2,
2262,0.1,15,1.008,stared,q1_lowest,
2265,0.30000000000000004,20,1.06,from,q1_lowest,
2274,0.30000000000000004,50,6.993,",",q4_highest,
2282,0.30000000000000004,50,6.795,history,q4_highest,
2283,0.2,50,5.423,put,q3,
2286,0.30000000000000004,50,5.192,of,q3,
2289,0.2,12,1.045,hood,q1_lowest,
2295,0.4,50,1.438,welcome,q3,
2296,0.30000000000000004,50,1.196,that,q2,
2305,0.30000000000000004,50,1.77,.?,q3,
2310,0.4,50,1.5310000000000001,is,q3,
2311,0.2,17,1.015,here,q1_lowest,
2313,0.2,45,2.231,34,q3,
2315,0.2,50,8.773,45,q4_highest,
2323,0.30000000000000004,50,4.546,",",q3,
2324,0.2,50,1.416,year,q2,
2327,0.1,50,1.066,happy,q1_lowest,
2345,0.30000000000000004,50,5.583,process,q3,software/data-pipeline nouns (process/file/schema/message/entity)
2348,0.2,50,1.467,--,q3,
2349,0.4,28,1.151,should,q2,
2350,0.2,50,5.167,treat,q3,
2364,0.30000000000000004,50,1.294,never,q2,
2368,0.2,50,1.183,been,q2,
2372,0.2,50,6.749,tostring,q4_highest,
2373,0.30000000000000004,50,13.204,although,q4_highest,concessive connective 'although' + related verbs (affects/enhance/encourages)
2374,0.1,16,1.324,flat,q2,
2375,0.30000000000000004,17,1.211,43,q2,
2378,0.30000000000000004,50,5.339,be,q3,
2381,0.2,50,1.384,industries,q2,
2386,0.1,50,1.177,fen,q2,
2390,0.4,50,6.59,providing,q4_highest,
2394,0.2,50,1.6,the,q3,
2395,0.30000000000000004,48,1.4100000000000001,such,q2,
2396,0.2,47,1.097,*/,q1_lowest,
2402,0.1,50,1.659,property,q3,
2403,0.2,50,1.19,when,q2,
2408,0.2,50,7.78,09,q4_highest,
2409,0.2,50,10.947,3,q4_highest,
2417,0.4,50,1.44,shall,q3,
2419,0.1,50,1.766,in,q3,
2423,0.2,11,0.908,pages,q1_lowest,
2426,0.4,50,6.218,particularly,q4_highest,
2429,0.2,50,7.045,improves,q4_highest,
2434,0.2,20,1.058,identities,q1_lowest,
2454,0.4,50,7.029,kept,q4_highest,
2456,0.2,50,1.65,closer,q3,
2462,0.4,50,1.6440000000000001,the,q3,
2464,0.30000000000000004,50,7.368,this,q4_highest,
2465,0.1,40,1.005,adult,q1_lowest,
2472,0.2,50,1.431,and,q2,narrative past-tense verbs of appearance/liking (came/appeared/liked) — fan-fiction/blog voice
2473,0.30000000000000004,15,1.011,.,q1_lowest,
2474,0.30000000000000004,50,1.449,",",q3,
2475,0.4,50,6.708,reduce,q4_highest,
2479,0.4,50,3.996,|,q3,
2484,0.2,50,4.138,affluent,q3,
2485,0.30000000000000004,50,6.842,//,q4_highest,
2490,0.2,50,1.239,were,q2,
2492,0.2,12,1.254,gonna,q2,
2496,0.30000000000000004,50,3.9699999999999998,scientific,q3,
2500,0.2,50,1.5030000000000001,tue,q3,
2501,0.30000000000000004,28,0.988,latter,q1_lowest,
2507,0.30000000000000004,50,7.187,tell,q4_highest,
2508,0.4,50,10.297,which,q4_highest,
2509,0.2,50,1.229,than,q2,
2512,0.30000000000000004,50,1.333,earlier,q2,
2513,0.2,50,1.201,void,q2,
2517,0.30000000000000004,50,1.758,>,q3,
2518,0.30000000000000004,50,4.633,note,q3,
2519,0.1,50,1.374,thee,q2,
2520,0.2,50,1.218,uri,q2,
2522,0.2,50,1.4060000000000001,him,q2,
2524,0.1,50,5.436,self,q3,
2526,0.4,50,8.045,talk,q4_highest,
2527,0.30000000000000004,50,5.964,skills,q4_highest,
2528,0.2,50,1.457,respectively,q3,
2530,0.1,50,1.145,thought,q2,
2533,0.2,20,0.975,department,q1_lowest,
2539,0.0,50,8.712,,q4_highest,
2544,0.1,50,1.204,acquire,q2,
2546,0.30000000000000004,50,1.4140000000000001,who,q2,
2551,0.4,13,1.226,had,q2,
2553,0.30000000000000004,50,12.665,their,q4_highest,"conditional 'if' + possessive 'their' — generic function-word feature, no topical theme"
2555,0.2,50,1.112,kind,q1_lowest,
2557,0.4,50,3.5140000000000002,anyways,q3,
2558,0.2,50,1.093,an,q1_lowest,
2561,0.4,50,6.936,2014,q4_highest,
2565,0.2,50,1.068,freedom,q1_lowest,
2571,0.30000000000000004,50,1.505,use,q3,
2575,0.2,50,7.089,2,q4_highest,
2576,0.2,50,7.718,sends,q4_highest,
2579,0.2,13,1.01,world,q1_lowest,
2590,0.1,50,1.1440000000000001,"""",q2,
2592,0.30000000000000004,27,1.049,/,q1_lowest,
2596,0.1,50,1.347,this,q2,
2601,0.4,50,6.357,will,q4_highest,
2602,0.2,50,1.359,sought,q2,
2603,0.1,50,1.4020000000000001,term,q2,
2605,0.2,50,8.864,len,q4_highest,
2606,0.1,50,1.287,manufacturers,q2,
2615,0.2,50,1.332,is,q2,
2626,0.2,16,0.925,xml,q1_lowest,
2630,0.1,50,2.051,syntax,q3,
2634,0.30000000000000004,50,5.089,heard,q3,
2638,0.30000000000000004,50,6.768,the,q4_highest,
2641,0.4,50,9.91,the,q4_highest,
2643,0.30000000000000004,50,6.775,digit,q4_highest,
2644,0.1,11,0.9390000000000001,241,q1_lowest,
2648,0.4,16,1.16,',q2,
2657,0.2,50,7.015,",",q4_highest,
2659,0.4,50,3.87,sunday,q3,
2664,0.4,50,1.3780000000000001,which,q2,
2672,0.2,50,1.165,found,q2,
2682,0.1,50,1.199,chrom,q2,
2683,0.2,50,6.095,connection,q4_highest,
2694,0.30000000000000004,50,1.106,+++,q1_lowest,
2699,0.2,50,1.379,province,q2,
2702,0.1,19,0.993,ago,q1_lowest,
2707,0.4,50,1.509,who,q3,
2709,0.4,50,1.115,long,q1_lowest,temporal-duration construction ('how long X will last/remain') — dominated by the word 'long'
2711,0.1,35,1.033,'),q1_lowest,
2720,0.4,29,1.172,educational,q2,
2721,0.30000000000000004,50,7.583,27,q4_highest,
2724,0.1,50,1.369,similar,q2,
2725,0.30000000000000004,50,7.219,the,q4_highest,
2728,0.2,50,5.274,auto,q3,
2734,0.30000000000000004,50,5.682,th,q4_highest,
2736,0.4,50,1.7730000000000001,ones,q3,
2746,0.30000000000000004,50,1.087,blink,q1_lowest,
2752,0.2,50,9.509,goes,q4_highest,
2754,0.4,50,5.932,published,q4_highest,
2755,0.4,50,1.074,into,q1_lowest,
2758,0.30000000000000004,50,6.475,solar,q4_highest,
2759,0.1,11,0.928,contemplating,q1_lowest,
2764,0.0,50,2.89,,q3,
2771,0.4,50,8.024,if,q4_highest,
2774,0.30000000000000004,50,6.411,california,q4_highest,
2776,0.4,50,10.654,given,q4_highest,
2777,0.2,50,1.289,two,q2,
2779,0.30000000000000004,50,6.074,16,q4_highest,
2786,0.1,14,0.977,them,q1_lowest,
2787,0.4,29,1.328,the,q2,
2790,0.2,50,6.659,10,q4_highest,
2792,0.30000000000000004,17,1.357,uncommon,q2,
2795,0.30000000000000004,50,5.55,highest,q3,statistical-extremes vocabulary (highest/minimum/deviations/break point)
2798,0.2,50,5.774,ò»,q4_highest,
2801,0.4,50,7.465,write,q4_highest,
2803,0.4,43,1.788,aware,q3,
2805,0.1,50,1.069,rapport,q1_lowest,
2807,0.2,50,1.6760000000000002,destruction,q3,
2809,0.2,50,1.338,association,q2,
2811,0.2,50,4.199,was,q3,
2820,0.30000000000000004,50,6.469,bring,q4_highest,
2822,0.2,50,1.5030000000000001,.,q3,
2824,0.1,40,1.036,>,q1_lowest,
2834,0.2,50,1.279,possible,q2,
2838,0.4,10,0.9420000000000001,nothing,q1_lowest,
2845,0.30000000000000004,50,4.376,work,q3,
2847,0.4,50,1.512,commenter,q3,
2850,0.1,10,0.889,afraid,q1_lowest,
2852,0.1,50,1.849,while,q3,
2853,0.1,50,1.461,contact,q3,
2856,0.4,50,5.949,healthcare,q4_highest,
2858,0.2,50,6.283,have,q4_highest,
2864,0.1,19,1.791,consequently,q3,
2865,0.1,50,1.462,their,q3,
2878,0.2,50,6.572,she,q4_highest,
2880,0.2,50,1.792,the,q3,
2882,0.30000000000000004,50,1.326,individuals,q2,
2886,0.2,20,1.076,in,q1_lowest,
2888,0.30000000000000004,11,0.922,were,q1_lowest,
2889,0.1,50,1.113,tomorrow,q1_lowest,
2894,0.2,12,0.916,frac,q1_lowest,
2906,0.2,43,1.116,and,q1_lowest,journalistic/citation register: former/latter comparison + proper-noun references (Johnson/Guardian/the Diet/Proceedings)
2907,0.2,50,1.429,""".[",q2,'creation/created/resides' + garbled encoding artifacts — noisy
2908,0.4,50,10.677,based,q4_highest,
2910,0.2,50,13.014,founded,q4_highest,biographical-origin narrative (founded/despite/whose/few) — company/person origin stories
2912,0.2,50,1.191,an,q2,
2913,0.2,50,1.488,acquisition,q3,
2916,0.1,50,8.888,amounted,q4_highest,
2918,0.2,50,1.244,level,q2,
2923,0.4,50,6.098,applicable,q4_highest,
2924,0.2,39,1.017,out,q1_lowest,
2926,0.4,50,4.809,thought,q3,
2930,0.1,50,1.287,longer,q2,
2934,0.2,50,1.397,s,q2,
2937,0.2,50,1.5470000000000002,anyone,q3,
2939,0.1,50,1.055,contingent,q1_lowest,
2944,0.1,50,1.424,making,q2,"modal/imperative narrative-verb mix (may befall, shall be, live with me) — archaic/poetic register"
2949,0.30000000000000004,50,5.539,criteria,q3,
2952,0.2,10,0.901,defaults,q1_lowest,
2953,0.2,35,1.058,it,q1_lowest,
2957,0.1,12,0.92,wearing,q1_lowest,
2959,0.2,18,1.038,too,q1_lowest,
2960,0.1,13,0.9580000000000001,",",q1_lowest,
2961,0.2,50,1.591,it,q3,
2966,0.2,19,1.046,photo,q1_lowest,
2972,0.30000000000000004,50,1.718,"""-",q3,
2976,0.0,50,4.534,,q3,
2978,0.2,50,1.403,la,q2,
2981,0.1,50,1.322,defendant,q2,
2989,0.2,50,1.139,for,q2,
2990,0.4,50,4.246,witness,q3,
2997,0.30000000000000004,50,4.621,action,q3,
