fid,frac,n_total,mean_act,modal,top_words,bucket,cluster,dist_to_centroid,label
1967,0.3,12,0.912,grew,"['lifetime', 'discover', 'grew', 'grew', 'grew', 'discover', '@', '...', 'list', '@']",q1_lowest,7,0.3777213362423568,"noisy grab-bag, no consistent theme"
1993,0.2,20,0.95,duration,"['basis', 'manufacturer', 'patrons', 'duration', 'physical', 'supervisor', 'hosts', 'latter', 'retailer', 'duration']",q1_lowest,4,0.39013670701384584,"noisy grab-bag, no consistent theme"
2009,0.2,36,1.006,9999,"['in', 'august', 'ages', '9999', '.', '9999', 'wish', 'i', 'not', '.']",q1_lowest,10,0.3454851747897953,"noisy grab-bag, business/tech/media reporting"
2012,0.2,24,0.936,addition,"['addition', 'sauce', 'enough', 'interested', 'half', 'modified', 'almost', 'addition', 'turned', 'described']",q1_lowest,13,0.343456478071322,noisy grab-bag: technical/legal/scientific mix
2024,0.2,22,1.015,points,"['traditionally', 'grounds', 'points', 'kilometers', 'some', 'some', 'diversity', 'even', 'tails', 'points']",q1_lowest,3,0.3197786609271399,'once-in-a-lifetime' idiom + 'need'/archaic register mix
2026,0.2,12,0.955,outer,"['11', 'she', 'g', 'another', 'my', 'outer', 'hip', 'outer', '$\\', '119']",q1_lowest,8,0.37227314614606477,noisy grab-bag: business/legal boilerplate + travel/hospitality listings
2043,0.2,17,0.949,former,"['former', 'trio', 'will', ')))', 'lookup', 'former', 'staff', 'hands', 'had', 'draft']",q1_lowest,4,0.3918700521256592,"noisy grab-bag, no consistent theme"
2059,0.2,31,0.952,implied,"['05', 'implied', '15', 'constant', 'logistics', 'reflective', 'few', 'wounded', 'implied', 'dreamed']",q1_lowest,10,0.361999016885388,"noisy grab-bag, business/tech/media reporting"
2080,0.2,50,1.052,here,"['worlds', 'special', 'here', 'half', 'days', 'end', 'end', 'creator', 'here', 'born']",q1_lowest,6,0.34121823111199584,"noisy grab-bag, no consistent theme"
2086,0.2,10,0.886,huh,"['huh', 'associated', 'namespace', ""'"", 'protocol', 'arrangement', 'huh', '`', 'petitioner', 'liberation']",q1_lowest,8,0.34505729794862505,noisy grab-bag: business/legal boilerplate + travel/hospitality listings
2126,0.2,10,0.902,at,"['who', 'democratic', 'at', 'a', 'home', 'our', 'whole', 'at', '/*', 'home']",q1_lowest,11,0.2961581956366227,'home to' idiom (place description) + noisy grab-bag
2156,0.2,18,0.875,per,"['needs', 'per', 'need', 'learn', 'heat', 'phone', 'life', 'needed', 'per', 'character']",q1_lowest,3,0.2886196050203565,'once-in-a-lifetime' idiom + 'need'/archaic register mix
2164,0.3,29,0.918,with,"['let', 'with', 'with', 'five', 'build', '.', 'with', 'gives', 'gives', 'build']",q1_lowest,0,0.3112765760173372,pure determiner/slash-fraction feature (a/the/'s + X/10 ratings) — no topical theme
2179,0.2,17,0.94,needed,"['needed', 'need', 'deciding', 'when', 'needed', 'needs', 'lasting', 'superiority', 'deploying', 'defensive']",q1_lowest,7,0.401791114819625,"noisy grab-bag, no consistent theme"
2191,0.1,17,0.975,noun,"['noun', 'something', 'lesson', 'between', 'deter', 'thank', 'ideals', 'neural', '50', 'lower']",q1_lowest,4,0.30774405983902514,"noisy grab-bag, no consistent theme"
2197,0.2,19,0.978,-,"['-', 'exception', 'meantime', 'the', 'exception', '-', 'audience', 'whenever', 'those', 'environment']",q1_lowest,4,0.3173351100100605,"noisy grab-bag, no consistent theme"
2198,0.2,10,0.851,to,"['certain', 'living', 'through', 'grid', '#', 'to', 'satisfying', 'solve', 'to', 'towards']",q1_lowest,6,0.33734346663523623,"noisy grab-bag, no consistent theme"
2216,0.3,24,0.973,image,"['image', 'yeah', 'ownership', 'whole', 'counterparts', 'homework', 'hood', 'age', 'image', 'image']",q1_lowest,4,0.2865989732967734,"noisy grab-bag, no consistent theme"
2221,0.1,15,0.929,against,"['against', 'knocking', 'dual', 'knowledge', 'dysfunction', 'proprietary', 'respective', 'avoiding', 'resisting', 'their']",q1_lowest,9,0.3155100195441931,noisy grab-bag: finance/business reporting
2265,0.3,27,0.989,from,"['from', 'without', 'between', 'moved', '==', 'moved', 'from', 'time', '0', 'from']",q1_lowest,10,0.3532273075613745,"noisy grab-bag, business/tech/media reporting"
2296,0.3,50,1.024,check,"['check', 'check', 'that', 'that', 'justice', 'whole', 'check', 'there', 'that']",q1_lowest,12,0.37088275283301525,"noisy grab-bag, no consistent theme"
2329,0.3,13,0.86,a,"['a', 'pub', 'a', 'kingdom', 'old', 'a', 'after', 'of', 'heart', 'am']",q1_lowest,0,0.354308586629201,pure determiner/slash-fraction feature (a/the/'s + X/10 ratings) — no topical theme
2338,0.1,10,0.84,potential,"['potential', 'single', '*', 'first', ""'"", 've', 'still', '10', 'default', 'current']",q1_lowest,9,0.33997197842738125,noisy grab-bag: finance/business reporting
2340,0.2,16,0.905,users,"['of', 'cast', 'users', 'users', 'in', 'next', 'user', 'decided', 'fifth', 'brought']",q1_lowest,10,0.27661305576644823,"noisy grab-bag, business/tech/media reporting"
2354,0.1,42,1.009,gripped,"['gripped', 'so', 'risen', 'closer', 'an', 'boulder', 'it', 'ever', 'first', 'guide']",q1_lowest,1,0.2580818408719318,'never before existed' + narrative-intensifier grab-bag
2401,0.3,50,1.067,should,"['returns', 'should', 'annually', 'should', 'in', 'should', 'would', 'similarly', 'episodes', 'kinds']",q1_lowest,10,0.42642988270728416,"noisy grab-bag, business/tech/media reporting"
2411,0.2,40,1.003,993,"['could', '993', '993', 'mean', 'was', 'meant', 'pleasure', ""'d"", 'meant', 'lot']",q1_lowest,6,0.41231808319409685,"noisy grab-bag, no consistent theme"
2457,0.2,26,0.991,that,"['happened', 'three', 'she', 'complement', 'they', 'that', 'poetry', 'that', 'colonies', 'familiar']",q1_lowest,3,0.32482926390290867,'once-in-a-lifetime' idiom + 'need'/archaic register mix
2460,0.3,12,0.881,former,"['former', 'former', 'former', 'sixth', 'nine', 'search', '13', 'exception', 'oklahoma', 'type']",q1_lowest,8,0.4032620891995541,noisy grab-bag: business/legal boilerplate + travel/hospitality listings
2476,0.1,19,0.945,admin,"['admin', 'was', 'struggled', 'winner', 'difference', '$$', 'glittered', 'none', 'officials', 'failure']",q1_lowest,1,0.2949598398881327,'never before existed' + narrative-intensifier grab-bag
2496,0.2,10,0.88,"},","['smallest', '199', '},', '4', '\\(', 'by', '),', '\\)', '6', '},']",q1_lowest,8,0.41383347365651973,noisy grab-bag: business/legal boilerplate + travel/hospitality listings
2502,0.2,10,1.017,region,"['region', 'region', 'ray', 'user', '25', 'country', 'âĺı', 'method', '10', '11']",q1_lowest,4,0.40855670489699125,"noisy grab-bag, no consistent theme"
2516,0.2,16,1.027,by,"['brings', 'legal', 'in', 'trigger', 'triggers', 'to', 'by', 'essential', 'by', 'under']",q1_lowest,9,0.29531963058181065,noisy grab-bag: finance/business reporting
2533,0.2,35,0.988,heavens,"['heavens', 'heavens', 'arranged', 'wizard', 'parties', 'association', 'designated', 'friday', 'outcome', 'lone']",q1_lowest,4,0.34198187827407556,"noisy grab-bag, no consistent theme"
2536,0.2,27,0.919,"),","['),', 'result', 'likes', 'think', 'name', 'think', 'wide', ',', '),', 'result']",q1_lowest,6,0.37490520171787833,"noisy grab-bag, no consistent theme"
2549,0.2,12,0.91,angle,"['kinds', 'better', 'angle', 'angle', 'think', 'corners', 'is', 'importantly', 'a', 'pressure']",q1_lowest,8,0.37376286852188306,noisy grab-bag: business/legal boilerplate + travel/hospitality listings
2579,0.1,15,0.95,believed,"['believed', 'neither', '`', 'the', 'third', 'was', 'world', 'allied', 'baird', 'i']",q1_lowest,7,0.33129350232444815,"noisy grab-bag, no consistent theme"
2592,0.2,36,1.0,smallest,"['degrees', 'smallest', '$', '/', 'as', 'smallest', 'as', 'sections', 'down', '/']",q1_lowest,13,0.4316109207677803,noisy grab-bag: technical/legal/scientific mix
2599,0.1,10,0.858,authoritative,"['authoritative', 'there', 'covenant', '87', '43', 'raw', 'ns', 'epoch', '18', 'upright']",q1_lowest,8,0.38477151153524636,noisy grab-bag: business/legal boilerplate + travel/hospitality listings
2604,0.3,13,0.939,select,"['a', 'select', 'select', 'is', 'select', 'that', 'battling', 'that', 'instance', 'studios']",q1_lowest,7,0.35678062264386534,"noisy grab-bag, no consistent theme"
2619,0.3,22,0.921,examples,"['explosion', 'examples', 'examples', '),', 'manifestations', 'origins', '),', 'counterparts', 'examples', 'exposes']",q1_lowest,5,0.32030136321123304,"epidemiology/public-health reporting vocabulary (outbreaks, studies) + colonial/political history"
2648,0.2,16,0.998,achieve,"['end', 'control', 'themselves', 'allen', 'company', ""'"", 'writer', 'example', 'achieve', 'achieve']",q1_lowest,9,0.2784612965987381,noisy grab-bag: finance/business reporting
2664,0.2,11,0.958,the,"['storing', 'the', '186', 'putting', 'history', 'the', 'history']",q1_lowest,0,0.3137442319274789,pure determiner/slash-fraction feature (a/the/'s + X/10 ratings) — no topical theme
2679,0.2,11,1.0,thing,"['thing', 'wed', 'of', 'may', 'wondered', 'wed', 'name', 'cup', 'thing', 'wednesday']",q1_lowest,4,0.43744775814115644,"noisy grab-bag, no consistent theme"
2694,0.1,50,1.043,"`,","['`,', 'likewise', '-', '121', 'configure', '>=', 'renown', 'hosts', 'allocate', 'exploration']",q1_lowest,4,0.39447826262944796,"noisy grab-bag, no consistent theme"
2696,0.3,24,1.029,so,"['anecdote', 'â»', 'so', 'idea', '50', 'so', 'email', 'so', 'â»', 'stuff']",q1_lowest,6,0.44352205487844826,"noisy grab-bag, no consistent theme"
2702,0.2,24,0.987,more,"['more', 'which', 'himself', 'others', 'entitled', 'result', 'more', 'others', '-', 'categories']",q1_lowest,4,0.3726096702680608,"noisy grab-bag, no consistent theme"
2709,0.4,50,1.045,long,"['long', 'we', 'long', 'behalf', 'we', 'with', 'long', 'couldn', 'long', 'we']",q1_lowest,11,0.3652345159985543,'home to' idiom (place description) + noisy grab-bag
2711,0.1,20,0.886,----,"['----', 'dent', 'âł', 'attainment', ""'"", 'instead', '10', 'competitions', 'westminster', ""')""]",q1_lowest,7,0.26860358034026205,"noisy grab-bag, no consistent theme"
2746,0.1,46,1.068,lacking,"['lacking', '19', 'variables', 'arising', 'will', '249', 'can', 'lying', 'social', 'gross']",q1_lowest,4,0.3029800491441444,"noisy grab-bag, no consistent theme"
2755,0.1,50,1.053,per,"['per', 'r', 'into', '1', '10', 'att', 'return', 'features', 'more', 'vor']",q1_lowest,13,0.2791369198927528,noisy grab-bag: technical/legal/scientific mix
2791,0.1,19,0.955,like,"['like', 'be', 'more', 'in', '.', 'i', 'nearest', 'why', 'could', 'click']",q1_lowest,12,0.3870140437196964,"noisy grab-bag, no consistent theme"
2805,0.2,50,1.06,circles,"['circles', '&', 'to', 'as', 'circles', 'to', 'categories', 'branches', 'were', 'nodes']",q1_lowest,4,0.3070719889093016,"noisy grab-bag, no consistent theme"
2812,0.3,12,0.851,an,"['accessing', 'rolling', 'vol', 'an', 'an', 'an', 'closures', 'closing', 'course', 'jun']",q1_lowest,7,0.3168338448719029,"noisy grab-bag, no consistent theme"
2835,0.2,10,0.851,nothing,"['nothing', 'nothing', 'sake', 'derive', 'instance', 'possesses', 'good', 'stems', 'speak']",q1_lowest,13,0.3314565159497328,noisy grab-bag: technical/legal/scientific mix
2859,0.3,14,0.939,join,"['godmother', 'join', 'join', ',', 'necessary', 'join', 'out', ',""', 'doubt', 'out']",q1_lowest,10,0.35120537820736275,"noisy grab-bag, business/tech/media reporting"
2862,0.2,16,0.974,outbreaks,"['outbreaks', 'studies', 'outbreaks', 'explosive', '2004', '1886', 'incest', 'without', ""'s"", 'leaks']",q1_lowest,5,0.2864249935180792,"epidemiology/public-health reporting vocabulary (outbreaks, studies) + colonial/political history"
2894,0.2,11,0.85,"),","['arrows', 'into', '),', '),', '40', '<', 'frac', 'monitors', 'upper', 'drills']",q1_lowest,8,0.36578262316993454,noisy grab-bag: business/legal boilerplate + travel/hospitality listings
2896,0.2,11,0.908,how,"['how', 'relied', 'like', 'like', 'pp', 'every', 'how', 'pp', 'last', 'rid']",q1_lowest,3,0.35554426694187347,'once-in-a-lifetime' idiom + 'need'/archaic register mix
2898,0.4,10,0.881,(_,"['45', 'wiki', '(_', ""','"", 'twain', '(_', 'wikipedia', 'statements', '(_', '(_']",q1_lowest,8,0.5471204718826483,noisy grab-bag: business/legal boilerplate + travel/hospitality listings
2899,0.4,11,0.89,2,"[',', '),', 'hands', '2', '2', 'will', 'is', 'hands', '2', '2']",q1_lowest,8,0.4437162843212327,noisy grab-bag: business/legal boilerplate + travel/hospitality listings
2928,0.2,50,1.075,discounts,"['6', 'charge', 'discounts', '0', '&', 'apart', 'day', 'count', 'discounts', 'if']",q1_lowest,9,0.299345768300756,noisy grab-bag: finance/business reporting
2940,0.2,19,0.925,so,"['way', 'so', 'ca', 'so', 'far', 'very', 'with', 'through', 'c', 'through']",q1_lowest,6,0.3210174448277652,"noisy grab-bag, no consistent theme"
2960,0.2,16,0.919,how,"['how', 'around', '.', 'introduction', 'you', '6', 'day', 'how', 'you', 'box']",q1_lowest,6,0.3315144139300497,"noisy grab-bag, no consistent theme"
2965,0.1,12,0.891,use,"['use', 'll', 'construed', 'alleging', '3', 'available', 'diagram', 'determine', 'arising', 'back']",q1_lowest,1,0.3067256677631549,'never before existed' + narrative-intensifier grab-bag
2966,0.1,14,0.89,officers,"['officers', 'photo', 'had', '45', 'netherlands', 'belonged', 'b', 'voting', 'minnesota', 'worked']",q1_lowest,8,0.3216854308818776,noisy grab-bag: business/legal boilerplate + travel/hospitality listings
2984,0.1,37,1.046,us,"['us', 'year', '-', 'hand', 'him', '20', 'agency', 'in', 'way', 'second']",q1_lowest,9,0.3098633993517958,noisy grab-bag: finance/business reporting
2989,0.2,50,1.053,few,"["",''"", 'hierarchy', 'few', 'association', 'following', 'foregoing', 'identifiable', 'of', 'few', 'for']",q1_lowest,10,0.37583311317318097,"noisy grab-bag, business/tech/media reporting"
0,0.3,50,1.226,others,"['equals', '),', 'others', 'and', '),', 'answer', 'others', 'others', 'some', 'equals']",q2,7,0.42145913385924627,"entertainment/media-review vocabulary (appearance, release, genre) — noisy"
31,0.3,50,1.234,rely,"['rely', '&', 'impacts', '-', 'and', 'fields', ""',"", 'rely', ""'"", 'rely']",q2,10,0.38316336507043,mixed: paragraph-break whitespace + corporate/institutional-name lists
40,0.1,37,1.095,kingdom,"['kingdom', 'components', 'practitioner', 'subscription', 'independent', 'assembly', 'paragraph', '81', 'introduction', 'from']",q2,4,0.2633129395087699,"legal/consumer-terms vocabulary (subscription, license, public domain, practitioner)"
41,0.1,50,1.223,protection,"['protection', '7', 'generate', 'portion', 'protected', 'energy', 'produce', 'slaves', 'produced', 'retrieve']",q2,3,0.31866762976247126,"noisy grab-bag, no consistent theme"
46,0.1,50,1.309,arabia,"['arabia', 'ago', 'servants', 'want', 'leadership', 'distance', 'might', 'caused', 'f']",q2,3,0.2682502491145498,"noisy grab-bag, no consistent theme"
66,0.3,50,1.263,thank,"['sorry', 'fact', 'thank', '10', 'necessary', 'thank', 'like', 'need', 'thank', 'hopefully']",q2,2,0.3988327449649318,"noisy grab-bag, no consistent theme"
74,0.4,46,1.227,http,"['http', 'http', 'latter', 'latter', 'stands', 'http', 'latter', 'face', 'latter', 'http']",q2,7,0.44178568396956536,"entertainment/media-review vocabulary (appearance, release, genre) — noisy"
80,0.2,50,1.141,::,"['under', 'header', 'plane', '::', 'card', 'constraint', 'worker', 'operator', 'angle', '::']",q2,3,0.39968181732164265,"noisy grab-bag, no consistent theme"
133,0.2,50,1.176,different,"['votes', 'single', 'visited', 'different', 'different', 'within', 'any', 'under', 'a', 'other']",q2,6,0.3028434346961598,"chemistry/reaction-kinetics vocabulary (reaction rates, conditions) + archaic legal-narrative prose"
135,0.2,50,1.178,no,"['ever', 'no', 'say', 'it', 'compact', 'mentioned', 'do', 'do', 'design', 'no']",q2,2,0.2955287792141138,"noisy grab-bag, no consistent theme"
144,0.2,50,1.092,",","['>', 'which', 'environments', 'april', '4', 'at', '-', '18', ',', ',']",q2,9,0.3704919092856681,noisy grab-bag: technical specs + career/business advice prose
163,0.2,50,1.312,huh,"['were', '###', 'huh', 'weren', 'no', 'may', '``', 'att', 'att', 'huh']",q2,7,0.38753665459255243,"entertainment/media-review vocabulary (appearance, release, genre) — noisy"
165,0.1,40,1.124,77,"['77', '88', 'traumatic', 'woes', 'nearest', 'shorthand', '91', 'justice', 'reputation', 'requisite']",q2,11,0.3940332788160076,noisy grab-bag: engineering/game-mechanics vocabulary
202,0.2,50,1.144,74,"['74', '82', '74', '42', 'resource', 'ranging', '47', '399', '14', 'speaking']",q2,13,0.42124979093021403,noisy grab-bag: measurement-conversion tables + misc
208,0.3,28,1.081,the,"['within', 'the', 'of', 'the', 'those', 'they', 'from', 'that', 'those', 'the']",q2,6,0.38802555605698175,"chemistry/reaction-kinetics vocabulary (reaction rates, conditions) + archaic legal-narrative prose"
209,0.3,50,1.147,so,"['about', 'last', '21', 'pace', 'so', 'must', '21', 'so', 'so', 'accessed']",q2,6,0.44376202231280076,"chemistry/reaction-kinetics vocabulary (reaction rates, conditions) + archaic legal-narrative prose"
210,0.3,16,1.188,6,"['and', '5', '6', '9', 'and', '8', '9', '6', '6', '5']",q2,11,0.6480135998188362,noisy grab-bag: engineering/game-mechanics vocabulary
218,0.1,50,1.211,measured,"['measured', 'â±', 'www', 'fahrenheit', 'of', 'week', 'api', 'medicines', 'medicine', 'culture']",q2,13,0.2802782761361417,noisy grab-bag: measurement-conversion tables + misc
235,0.2,15,1.186,tables,"['days', 'tables', 'free', 'tables', 'topics', '0', 'day']",q2,10,0.35583203166256433,mixed: paragraph-break whitespace + corporate/institutional-name lists
249,0.3,50,1.275,",","['15', 'fee', '35', 'challenges', 'in', ',', '15', 'enhances', ',', ',']",q2,8,0.3394458953329031,noisy grab-bag: scientific/statistical tables + code snippets
280,0.2,50,1.189,â±,"['â±', 'and', 'â±', '/>', 'he', ')', 'they', 'those', '161', 'him']",q2,9,0.3731603859327001,noisy grab-bag: technical specs + career/business advice prose
307,0.3,50,1.249,was,"['aren', 'as', 'was', 'was', 'and', 'was', 'is', 'after', 'yet', 'of']",q2,12,0.37960787792095313,"legal-citation/civic-reporting register (population figures, court citations, 'in addition')"
334,0.3,50,1.205,learned,"['learned', 'metric', 'then', 'out', 'https', 'learned', 'learned', 'asked', 'full', 'handed']",q2,2,0.3316433787796948,"noisy grab-bag, no consistent theme"
346,0.3,30,1.141,=,"['=', 'date', '+', 'to', 'year', '=', 'clone', 'published', 'integer', '=']",q2,10,0.46423420718804054,mixed: paragraph-break whitespace + corporate/institutional-name lists
361,0.1,50,1.141,acquired,"['acquired', 'observed', 'asserts', 'requires', 'apparent', 'about', '56', 'generated', 'latter', 'and']",q2,12,0.41963325462924783,"legal-citation/civic-reporting register (population figures, court citations, 'in addition')"
362,0.2,29,1.1,s,"['bath', 'by', 's', 'be', 's', 'enthusiasts', 'words', 'com']",q2,10,0.31582702273135704,mixed: paragraph-break whitespace + corporate/institutional-name lists
374,0.4,23,1.09,hadn,"['http', 'hadn', ""';"", 'hadn', 'whereas', 'hadn', 'whereas', 'whereas', 'ago', 'hadn']",q2,5,0.4392894021205925,sensory-comparison prose (smelled/looked/tasted) + noisy grab-bag
380,0.4,50,1.33,label,"['label', 'label', 'label', 'act', 'act', 'label', 'article', 'regular', 'spot', 'article']",q2,1,0.3434394063007961,noisy narrative/dialogue grab-bag
393,0.2,50,1.248,â±,"['former', 'through', 'which', 'â±', '7', 'formerly', '7', '`,', 'crushed', 'â±']",q2,9,0.4679754835028007,noisy grab-bag: technical specs + career/business advice prose
443,0.2,50,1.374,also,"['hrs', 'whose', 'well', 'also', 'in', 'course', 'its', 'also', 'his', 'recently']",q2,9,0.28413023324510794,noisy grab-bag: technical specs + career/business advice prose
448,0.2,50,1.235,%),"['%)', 'facilitate', 'resources', 'depend', 'rely', 'a', 'another', 'grants', 'rely', '%)']",q2,12,0.3413876715705041,"legal-citation/civic-reporting register (population figures, court citations, 'in addition')"
465,0.2,18,1.091,sundays,"['sundays', 'weekends', 'when', 'held', 'sundays', 'runs', 'when', 'himself', 'held', 'flies']",q2,0,0.3106155582457844,news-dateline/press-release register + 'thought that' reported belief
471,0.2,50,1.137,against,"['fy', 'enhancing', 'against', 'since', '/', 'against', '1956', 'a', 'founded', 'of']",q2,0,0.27319708652230923,news-dateline/press-release register + 'thought that' reported belief
473,0.4,50,1.355,it,"['it', 'it', 'it', 'highlight', 'the', 'while', 'kind', 'plan', 'it', 'part']",q2,1,0.3337839186915176,noisy narrative/dialogue grab-bag
502,0.2,50,1.22,estate,"['refer', 'added', 'pretty', 'as', 'starting', 'on', 'estate', 'do', 'estate', 'lowest']",q2,5,0.3181069069312997,sensory-comparison prose (smelled/looked/tasted) + noisy grab-bag
559,0.4,50,1.259,const,"['called', 'same', 'part', 'after', 'right', 'const', 'const', 'const', 'const', 'skin']",q2,3,0.4005640009734544,"noisy grab-bag, no consistent theme"
571,0.4,50,1.131,duty,"['duty', 'course', 'maximum', 'the', 'young', 'duty', 'duty', 'duty', 'campus', 'emphasis']",q2,3,0.29161379287933564,"noisy grab-bag, no consistent theme"
593,0.2,50,1.282,was,"['crime', 'court', 'rest', 'was', 'was', 'post', 'seat', 'also', 'which', 'birth']",q2,6,0.2571154918539273,"chemistry/reaction-kinetics vocabulary (reaction rates, conditions) + archaic legal-narrative prose"
595,0.4,50,1.315,would,"['force', 'would', 'she', 'she', 'at', 'would', 'would', 'encourage', 'would', 'for']",q2,3,0.40415279172664365,"noisy grab-bag, no consistent theme"
621,0.2,50,1.195,addition,"['memory', 'studies', 'v', 'opposed', 'addition', 'academic', 'courts', 'addition', 'there', 'accommodation']",q2,12,0.27076792471928374,"legal-citation/civic-reporting register (population figures, court citations, 'in addition')"
625,0.1,50,1.37,field,"['field', 'age', 'good', 'priority', 'without', 'purpose', 'pick', 'aim', 'demand', '-']",q2,3,0.2860494316072183,"noisy grab-bag, no consistent theme"
633,0.3,50,1.264,layer,"['layers', 'layers', 'layer', 'layer', 'layer', 'facility', 'resource', 'industry', 'era', 'genre']",q2,3,0.3584469720063603,"noisy grab-bag, no consistent theme"
672,0.2,50,1.249,old,"['time', 'old', 'old', 'right', 'took', 'ago', 'guy', 'one', 'into', '--']",q2,6,0.30129932277463334,"chemistry/reaction-kinetics vocabulary (reaction rates, conditions) + archaic legal-narrative prose"
683,0.1,50,1.318,4,"['4', 'present', '&', 'go', 'friday', 'march', '04', 'mar', 'ground', '/']",q2,10,0.3730041713586012,mixed: paragraph-break whitespace + corporate/institutional-name lists
693,0.2,50,1.298,were,"['corner', 'between', 'ground', 'thing', 'were', 'were', 'purpose', 'tomb', 'purpose', 'then']",q2,11,0.3486585567395769,noisy grab-bag: engineering/game-mechanics vocabulary
695,0.3,50,1.166,said,"['s', 'had', '<<', 'said', 'said', 'behalf', 'originating', 'said', 'impacting', 'impact']",q2,12,0.38584751274797335,"legal-citation/civic-reporting register (population figures, court citations, 'in addition')"
703,0.2,50,1.131,into,"['into', '?', 'inches', 'âģ¢', 'degrees', 'any', 'any', 'degrees', 'into', 'inches']",q2,12,0.45575028300769266,"legal-citation/civic-reporting register (population figures, court citations, 'in addition')"
730,0.2,50,1.109,explore,"['explore', 'external', 'album', 'and', 'oak', 'indian', 'digital', '11', 'explore', ',']",q2,5,0.31377759518046566,sensory-comparison prose (smelled/looked/tasted) + noisy grab-bag
759,0.1,50,1.101,gives,"['gives', 'acts', 'eden', 'operating', 'act', 'eco', 'with', 'ought', 'dead', 'natural']",q2,3,0.2710994077054986,"noisy grab-bag, no consistent theme"
769,0.1,50,1.083,character,"['character', 'righteous', 'improved', 'worse', 'measure', 'appeal', 'their', 'in', 'order']",q2,5,0.28634538284843586,sensory-comparison prose (smelled/looked/tasted) + noisy grab-bag
786,0.2,50,1.201,were,"['being', 'wouldn', 'name', 'regarding', 'while', 'were', 'regular', 'year', 'were', 'create']",q2,8,0.3361785259887797,noisy grab-bag: scientific/statistical tables + code snippets
795,0.3,50,1.261,=,"['cycle', 'bank', 'cycle', '=', '=', 'university', 'road', '=', 'aged', 'code']",q2,10,0.3433647540201709,mixed: paragraph-break whitespace + corporate/institutional-name lists
796,0.1,50,1.258,wish,"['wish', 'kind', 'something', 'hardly', 'result', '``', 'aim', 'might', 'latter', 'little']",q2,7,0.3676285478744056,"entertainment/media-review vocabulary (appearance, release, genre) — noisy"
804,0.2,50,1.329,per,"['per', 'per', 'high', 'studies', 'vertical', 'vertical', 'dollar', 'currency', 'basis', 'use']",q2,12,0.3447308871062573,"legal-citation/civic-reporting register (population figures, court citations, 'in addition')"
808,0.4,50,1.357,|,"['"").', 'intervals', '|', 'intervals', 'officers', '|', '|', '|', '});', '"").']",q2,11,0.4434717029712652,noisy grab-bag: engineering/game-mechanics vocabulary
809,0.3,50,1.134,that,"['city', 'bi', 'that', 'that', '3', '233', 'that', '13', 'can', '150']",q2,9,0.3030723199707488,noisy grab-bag: technical specs + career/business advice prose
892,0.1,20,1.206,blogs,['blogs'],q2,10,0.3656374512004211,mixed: paragraph-break whitespace + corporate/institutional-name lists
922,0.2,50,1.256,back,"['same', 'right', 'for', 'back', 'back', 'in', 'don', 'through', 'by', 'here']",q2,6,0.36123152058207364,"chemistry/reaction-kinetics vocabulary (reaction rates, conditions) + archaic legal-narrative prose"
948,0.2,50,1.145,then,"['suggested', 'then', 'before', 'then', 'need', 'once', ""'"", 'return', 'later', '):']",q2,2,0.2934517803453863,"noisy grab-bag, no consistent theme"
970,0.1,50,1.272,without,"['without', 'premiered', 'survey', 'inventory', 'medications', 'retailers', 'subjected', 'behalf', 'traveled', 'interactions']",q2,4,0.3752599033859771,"legal/consumer-terms vocabulary (subscription, license, public domain, practitioner)"
981,0.3,11,1.162,line,"['line', 'line', 'line', 'interest', '25', 'arts', 'ordinary', 'needs', 'love', 'taxa']",q2,3,0.35489267297300925,"noisy grab-bag, no consistent theme"
1036,0.3,50,1.088,.,"['\\', 'told', '.', 'sorry', '.', 'told', 'world', 'matter', '.', 'how']",q2,2,0.41052830989286665,"noisy grab-bag, no consistent theme"
1041,0.2,50,1.08,and,"['hours', 'some', 'and', 'had', 'had', 'cell', 'and', 'look', 'looked', 'looked']",q2,11,0.3663683380450267,noisy grab-bag: engineering/game-mechanics vocabulary
1052,0.2,50,1.327,want,"['want', 'and', 'then', 'thing', 'registered', 'thing', 'want', 'certain', 'a']",q2,1,0.30415448091817027,noisy narrative/dialogue grab-bag
1054,0.2,50,1.141,town,"['town', 'town', '],', 'borough', 'were', 'voters', 'australia', 'schools', 'patients', 'medical']",q2,5,0.35536452433267385,sensory-comparison prose (smelled/looked/tasted) + noisy grab-bag
1063,0.4,50,1.3,the,"['laboratories', 'who', 'films', 'exposures', 'the', 'layers', 'the', 'the', 'exposures', 'the']",q2,12,0.42516710154627824,"legal-citation/civic-reporting register (population figures, court citations, 'in addition')"
1096,0.2,50,1.258,given,"['gives', 'prohibition', 'given', 'go', 'committed', 'given', 'ward', 'born', 'conversation', 'still']",q2,1,0.2959916574122653,noisy narrative/dialogue grab-bag
1116,0.2,50,1.278,from,"['from', 'the', 'the', '=$', 'cursor', '$', 'from', '.', 'cf', '""],']",q2,2,0.32017729533372896,"noisy grab-bag, no consistent theme"
1138,0.2,50,1.298,disabled,"['disabled', 'been', 'before', 'but', 'other', 'disabled', 'who', 'but', 'it', 'languages']",q2,6,0.33339155944205767,"chemistry/reaction-kinetics vocabulary (reaction rates, conditions) + archaic legal-narrative prose"
1181,0.3,50,1.22,certain,"['certain', 'direct', 'with', 'modifying', 'if', 'certain', 'mr', '+', 'certain', 'direct']",q2,12,0.3543130867948267,"legal-citation/civic-reporting register (population figures, court citations, 'in addition')"
