fid,frac,n_total,mean_act,modal,top_words,bucket,cluster,dist_to_centroid,label
2025,0.2,50,0.982,strong,"['strong', 'year', 'no', 'had', 'th', '});', 'strong', 'spectroscopy', 'example', 'good']",q1_lowest,12,0.2884261214234162,noisy grab-bag: job-listing/product-spec vocabulary
2043,0.2,11,0.889,)),"['))', 'modified', 'personnel', '))', 'host', 'former', 'checkpoints', 'modified', ')/', 'series']",q1_lowest,5,0.337310949789553,noisy grab-bag: weather/sports stats + biology-protocol recipe
2054,0.2,22,0.966,15,"['22', 'title', '15', 'reserved', '15', '23', 'any', 'proceeds', 'amd', 'ds']",q1_lowest,7,0.3977383929984162,noisy grab-bag: quiz/civic-institution vocabulary + tech jargon
2056,0.1,16,0.939,2003,"['2003', 'trademarks', 'automobiles', 'standard', 'apr', 'standards', 'jobs', 'job', 'cleaner', 'hari']",q1_lowest,6,0.33454052415419117,'in addition to'/'takes into account' business-prose connective phrases
2102,0.3,50,1.084,million,"['million', 'west', 'million', 'no', 'w', 'million', 'these', 'didn', 'from', 'o']",q1_lowest,6,0.3590060967196025,'in addition to'/'takes into account' business-prose connective phrases
2109,0.2,11,0.956,83,"['estimation', 'four', 'impression', 'objective', 'coupled', 'h', 'output', '83', '83', 'updated']",q1_lowest,5,0.4204301308030252,noisy grab-bag: weather/sports stats + biology-protocol recipe
2157,0.2,17,0.932,was,"['was', 'wasn', 'he', 'was', 'it', 'stared', 'wasn', 'he', 'here']",q1_lowest,9,0.3908943472716747,"noisy grab-bag, no consistent theme"
2164,0.4,50,1.032,with,"['with', 'has', 'build', '>.', 'with', 'show', 'mountain', 'with', 'may', 'with']",q1_lowest,11,0.38241197712101455,noisy grab-bag: academic/civic-program vocabulary
2221,0.1,22,0.982,contacting,"['contacting', 'fields', 'certain', 'combination', 'respective', 'secular', 'potential', 'against', 'the', 'disease']",q1_lowest,1,0.3192830982532713,"noisy grab-bag, no consistent theme"
2240,0.3,11,0.949,9,"['9', '9', '09', 'â»', '7', 'i', ',', '582', '9', 'association']",q1_lowest,6,0.5359213275171907,'in addition to'/'takes into account' business-prose connective phrases
2249,0.3,28,1.008,million,"['so', 'temperature', 'million', 'so', 'million', 'million', 'something', 'velocity', 'cultural', 'power']",q1_lowest,10,0.33787268499190165,'New Year's resolution' + 'part of' idiom — noisy
2254,0.1,50,1.03,offender,"['offender', 'commissioner', 'were', 'w', 'intelligence', 'establishment', 'said', 'officer', 'url', 'o']",q1_lowest,5,0.3061368893924855,noisy grab-bag: weather/sports stats + biology-protocol recipe
2255,0.2,11,0.851,no,"['last', 'no', 'had', 'occurred', 'no', 'a', 'stumbling', 'said', 'early', 'but']",q1_lowest,2,0.4194706998712426,"noisy grab-bag, no consistent theme"
2262,0.1,29,1.052,been,"['been', 'aged', 'attorney', 'ages', 'heard', '07', 'learned', '109', '),', 'dark']",q1_lowest,3,0.3536302306246248,'associated with' statistical-correlation phrase + noisy grab-bag
2263,0.1,13,0.966,also,"['also', 'days', 'others', 'was', 'details', 'scenes', 'parts', 'still', 'status', 'ws']",q1_lowest,3,0.4180061543820543,'associated with' statistical-correlation phrase + noisy grab-bag
2295,0.2,12,1.043,i,"['i', 'g', 'b', 'pleased', 'index', 'i', 'press', 'fancy', 'd']",q1_lowest,12,0.3278707037596482,noisy grab-bag: job-listing/product-spec vocabulary
2327,0.1,50,1.009,other,"['other', 'rest', 'meantime', 'lecture', 'louder', 'his', 'which', 'smaller', 'theory', 'day']",q1_lowest,7,0.33850130795581346,noisy grab-bag: quiz/civic-institution vocabulary + tech jargon
2329,0.3,11,0.861,a,"['shirts', 'a', 'haired', 'shirt', 'a', 'apart', 'after', 'word', 'a', 'ata']",q1_lowest,5,0.37209215114629407,noisy grab-bag: weather/sports stats + biology-protocol recipe
2338,0.1,15,0.917,primary,"['primary', 'gui', 'too', 'of', 'still', 'reuters', 'first', '7', 'got', 'selected']",q1_lowest,9,0.31429300802110843,"noisy grab-bag, no consistent theme"
2354,0.2,36,0.992,closer,"['closer', 'his', 'closer', 'counterparts', 'side', 'an', 'fellow', 'success', 'he', 'structure']",q1_lowest,1,0.32082985313335355,"noisy grab-bag, no consistent theme"
2359,0.2,11,0.921,norm,"['cm', 'baseline', 'norm', 'norm', '.', 'beta', '.', 'an', 'median', 'of']",q1_lowest,7,0.3457948117077376,noisy grab-bag: quiz/civic-institution vocabulary + tech jargon
2457,0.1,23,0.953,43,"['43', 'been', 'without', 'definitions', 'caught', 'they', 'coping', 'that', 'tb', 'only']",q1_lowest,2,0.2754425667259064,"noisy grab-bag, no consistent theme"
2460,0.1,23,0.94,d,"['d', 'wonders', 'also', 'each', 'category', 'consult', 'exception', 'third', 'second', 'vista']",q1_lowest,7,0.302329744803351,noisy grab-bag: quiz/civic-institution vocabulary + tech jargon
2465,0.2,50,1.046,given,"['divided', 'operating', 'given', 'dialect', 'mapped', 'accents', 'given', 'forest', 'poem', 'hepatitis']",q1_lowest,6,0.35962232897908897,'in addition to'/'takes into account' business-prose connective phrases
2476,0.2,23,0.913,resolution,"['resolution', 'resolution', 'part', 'account', 'https', 'situation', 'magic', 'shared', '3', 'policy']",q1_lowest,10,0.29810063202790615,'New Year's resolution' + 'part of' idiom — noisy
2501,0.3,18,1.039,latter,"['latter', 'every', 'latter', 'latter', 'retrieving', 'gow', 'moore', 'such', 'enjoyed', 'intervals']",q1_lowest,7,0.3376415489479483,noisy grab-bag: quiz/civic-institution vocabulary + tech jargon
2523,0.4,14,1.024,to,"['to', 'given', 'given', 'and', '[', 'to', 'given', 'to', 'to', 'existed']",q1_lowest,0,0.47783821737917076,"noisy grab-bag, no consistent theme"
2599,0.1,12,0.934,clinical,"['clinical', 'each', 'ignition', '806', 'equally', 'behind', '(*', '""\\', '53', 'costs']",q1_lowest,7,0.35993717493540867,noisy grab-bag: quiz/civic-institution vocabulary + tech jargon
2654,0.2,13,0.899,got,"['extent', '});', 'they', 'sooner', 'got', 'into', '00', 'got', '.', 'them']",q1_lowest,12,0.3347731880546693,noisy grab-bag: job-listing/product-spec vocabulary
2694,0.2,50,1.016,"`,","['`,', 'assemble', 'so', '`,', ',', 'junior', 'selection', ',', 'up', '62']",q1_lowest,5,0.3707290466423238,noisy grab-bag: weather/sports stats + biology-protocol recipe
2711,0.2,21,0.939,video,"['forest', 'iframe', 'partnership', 'video', 'video', 'surpassed', 'tb', 'deforestation', '2003', 'political']",q1_lowest,6,0.2936707375128725,'in addition to'/'takes into account' business-prose connective phrases
2714,0.3,35,0.994,system,"['dataset', 'hypothesis', 'having', 'system', 'refugees', 'system', 'feet', 'demographics', 'proceedings', 'system']",q1_lowest,11,0.4066064833375293,noisy grab-bag: academic/civic-program vocabulary
2727,0.3,22,1.031,point,"['seen', 'point', 'officer', 'highest', 'way', 'officer', 'deal', 'point', 'point', 'thing']",q1_lowest,8,0.4151368894005292,"noisy grab-bag, no consistent theme"
2755,0.2,50,1.055,into,"[')', 'into', 'please', 'numbers', '),', 'into', '10', 'more', 'sum', 'per']",q1_lowest,9,0.34826932188973175,"noisy grab-bag, no consistent theme"
2805,0.1,50,1.026,footsteps,"['footsteps', 'the', 'necessarily', 'rows', '><', 'disappear', 'engagement', 'any', 'esports', 'leaves']",q1_lowest,2,0.3302546814631888,"noisy grab-bag, no consistent theme"
2811,0.2,10,0.945,in,"['waist', '?', ""'s"", 'indirectly', 'name', 's', 'in', 'all', 'into', 'in']",q1_lowest,4,0.2671719736306119,'for goodness sake' exclamation idiom + noisy grab-bag
2814,0.2,12,0.857,that,"['larger', 'did', 'could', 'that', 'to', '78', '76', 'shall', 'that', 'had']",q1_lowest,8,0.4041037128841219,"noisy grab-bag, no consistent theme"
2815,0.2,10,1.015,goodness,"['we', 'goodness', 'coordinator', 'goodness', 'oh', 'don', 'least', 'âģ¢', ',', 'lord']",q1_lowest,4,0.2546526011069945,'for goodness sake' exclamation idiom + noisy grab-bag
2833,0.1,18,0.993,aspect,"['aspect', 'to', 'f', '7', '42', 'â±', 'year', 'g', '63', 'h']",q1_lowest,7,0.40466779422780624,noisy grab-bag: quiz/civic-institution vocabulary + tech jargon
2862,0.2,17,0.977,emergence,"['cropped', 'emergence', 'sprang', 'prevalence', 'emergence', 'come', 'been', 'ventured', '2003', 'para']",q1_lowest,11,0.3900145623495724,noisy grab-bag: academic/civic-program vocabulary
2933,0.2,26,1.036,12,"['370', '369', 'gone', '12', '10', 'and', 'emerged', 'administrative', '12', 'and']",q1_lowest,5,0.3798991431838492,noisy grab-bag: weather/sports stats + biology-protocol recipe
2960,0.3,15,0.926,.,"['around', 'know', 'sake', 'around', 'yeah', '.', '.', ',', 'etc', '.']",q1_lowest,8,0.3221584495464537,"noisy grab-bag, no consistent theme"
2962,0.2,10,0.902,into,"['addition', 'achieve', 'into', 'g', 'secondary', 'into', 'areas', '22', 'post', 'updates']",q1_lowest,6,0.3200166224734147,'in addition to'/'takes into account' business-prose connective phrases
2965,0.2,24,0.939,and,"['attribution', 'leading', 'linking', 'credited', 'presented', 'and', 'surely', 'and', 'determine', 'appointed']",q1_lowest,1,0.3074448103011125,"noisy grab-bag, no consistent theme"
2966,0.1,23,1.06,officers,"['officers', 'asked', 'least', 'had', 'created', '/', 'netherlands', 'speaker', 'photo', 'b']",q1_lowest,7,0.38299136177067644,noisy grab-bag: quiz/civic-institution vocabulary + tech jargon
2969,0.3,20,1.006,latter,"['latter', 'way', 'sorts', 'into', 'latter', 'rid', 'set', 'latter', 'between', 'sorts']",q1_lowest,6,0.36548818569181324,'in addition to'/'takes into account' business-prose connective phrases
2994,0.2,20,0.98,subjected,"['customer', 'grown', 'boy', 'might', 'subjected', 'subjected', '5', ""','"", '207', '(""']",q1_lowest,10,0.3197468723435181,'New Year's resolution' + 'part of' idiom — noisy
27,0.2,50,1.333,/>,"['/>', 'not', 'for', '/>', 'for', 'out', 'others', 'is', 'is', 'not']",q2,10,0.38305506643046405,'in one go' idiom + entertainment/gaming vocabulary
31,0.3,50,1.264,relies,"['relies', 'provide', 'increase', ',', 'impacts', 'relies', 'relies', '"",', ""',"", '`,']",q2,12,0.41473161712713635,noisy grab-bag: technical/product vocabulary
46,0.1,50,1.231,inequality,"['inequality', 'v', 'inhabitants', 'offices', 'away', 'and', 'example', 'engine', 'force', 'computers']",q2,6,0.317178528308656,"business/strategy vocabulary (competitive advantage, aims and objectives, operating system)"
66,0.2,50,1.212,hope,"['enjoy', 'he', 'hope', 'thank', 'fact', 'sorry', 'neither', 'hope', 'necessary', 'necessary']",q2,8,0.39388771907343734,"noisy grab-bag, no consistent theme"
87,0.1,50,1.139,roll,"['roll', 'mathematics', 'combination', 'pace', 'contamination', 'flight', 'march', 'hours', 'of', 'pcr']",q2,12,0.2743807317559502,noisy grab-bag: technical/product vocabulary
123,0.4,12,1.199,right,"['right', 'site', 'absence', 'right', 'out', 'right', 'position', 'owner', 'absence', 'right']",q2,8,0.43925232282375265,"noisy grab-bag, no consistent theme"
133,0.3,50,1.269,within,"['apart', 'that', 'of', 'within', 'of', 'within', 'another', 'accordance', 'different', 'within']",q2,2,0.34808621791817396,noisy grab-bag: science/history reporting
135,0.2,50,1.182,and,"['and', 'and', 'cos', 'not', 'nor', 'word', 'stem', 'nor']",q2,8,0.3261126080022112,"noisy grab-bag, no consistent theme"
149,0.3,50,1.18,complies,"['complies', 'works', 'creates', 'comes', 'comes', 'complies', 'today', 'complies', 'this']",q2,8,0.4021278678658006,"noisy grab-bag, no consistent theme"
208,0.4,50,1.131,:,"['out', 'up', ':', 'out', 'development', ""':"", ':', 'of', ':', ':']",q2,7,0.38650245236975994,'big leagues'/'rain on parade' idiom mix — noisy
216,0.2,50,1.182,'s,"['private', 'pass', ""'s"", 'her', 'limited', 'thing', 'less', 'jury', ""'s"", 'strip']",q2,10,0.3220979674638917,'in one go' idiom + entertainment/gaming vocabulary
227,0.2,50,1.14,matter,"['every', 'and', '!', 'forth', 'discovering', 'the', 'matter', 'matter', 'everyone', 'everyone']",q2,8,0.34410817226907625,"noisy grab-bag, no consistent theme"
249,0.2,50,1.38,",","['among', 'of', 'increasing', 'higher', '15', ""'t"", ',', ""'"", '35', ',']",q2,2,0.37825855255388213,noisy grab-bag: science/history reporting
280,0.3,50,1.253,â±,"['constraint', 'constraint', 'â±', 'and', 'â±', 'â±', 'raz', 'created', 'categories', 'raz']",q2,12,0.42271960356164884,noisy grab-bag: technical/product vocabulary
307,0.1,50,1.267,after,"['after', 'he', 'went', 'was', 'latter', 'is', 'players', 'north', 'by', 'sons']",q2,4,0.3870480549611329,"'reputation'/legal-clause vocabulary (offences, disabilities, confidence) — noisy"
319,0.4,50,1.245,worth,"['square', 'worth', 'length', 'worth', 'worth', 'entirety', 'respective', 'worth', 'likes', 'length']",q2,12,0.4029811646507008,noisy grab-bag: technical/product vocabulary
334,0.4,50,1.262,https,"['times', 'https', 'got', 'https', 'out', 'https', 'https', 'talked', 'out', 'heard']",q2,7,0.5109976693798072,'big leagues'/'rain on parade' idiom mix — noisy
346,0.1,46,1.096,suite,"['suite', 'your', 'provider', 'tag', 'batch', '6', 'quantities', 'question', 'deadlines', '174']",q2,12,0.29219113905968935,noisy grab-bag: technical/product vocabulary
348,0.4,50,1.273,",","['available', 'able', 'of', 'it', ',', 'it', ',', 'it', ',', ',']",q2,11,0.38889814693517416,'appeared first on [Site]' celebrity-news byline format + greeting 'everyone'
350,0.3,50,1.328,nothing,"['tell', 'i', 'nothing', 'curious', 'tell', 'nothing', 'never', 'sense', 'nothing', 'seen']",q2,7,0.35935450236299066,'big leagues'/'rain on parade' idiom mix — noisy
393,0.2,50,1.327,â±,"['pertaining', 'former', 'respective', 'sorts', 'â±', 'thirds', 'â±', '121', 'whereas', '),']",q2,5,0.39645180265709307,biblical subjunctive 'that...may/might' construction + 'respectively' statistical pairing
405,0.3,50,1.327,el,"['communities', 'metrics', 'towards', 'el', 'el', 'especially', 'el', 'of', 'of', 'del']",q2,2,0.3685150048049204,noisy grab-bag: science/history reporting
443,0.3,50,1.374,well,"['13', 'his', 'well', 'in', 'the', 'well', 'except', 'is', 'well', 'no']",q2,3,0.3419111479850547,"noisy grab-bag, no consistent theme"
448,0.2,50,1.233,depend,"['a', '17', 'depend', 'resume', 'such', 'b', 'depend', 'frequency', 'namely', 'permissions']",q2,4,0.3647601578619093,"'reputation'/legal-clause vocabulary (offences, disabilities, confidence) — noisy"
456,0.3,25,1.231,dir,"['dir', 'dir', 'dir', 'slightest', 'hour', 'initial', '###', '-,', 'quarters', 'inline']",q2,4,0.41994593152433285,"'reputation'/legal-clause vocabulary (offences, disabilities, confidence) — noisy"
460,0.4,50,1.219,kind,"['those', 'benefit', 'kind', 'front', 'kind', 'l', 'boost', 'terms', 'kind', 'kind']",q2,11,0.3324735238541258,'appeared first on [Site]' celebrity-news byline format + greeting 'everyone'
471,0.1,50,1.23,about,"['about', ""')."", 'since', 'of', '""],""', 'to', 'enabling', 'phase', 'against', 'season']",q2,10,0.3584475757936288,'in one go' idiom + entertainment/gaming vocabulary
477,0.3,26,1.227,being,"['-', 'being', 'being', 'being', '/']",q2,1,0.2884304359264823,paragraph-break whitespace before critic/reviewer bylines + academic-chapter headers
485,0.3,24,1.214,person,"['spent', 'person', 'serve', 'spent', '1934', 'person', 'soldier', 'footsteps', 'associate', 'person']",q2,9,0.3107164756755609,"noisy grab-bag, no consistent theme"
502,0.2,50,1.301,the,"['the', 'the', 'as', 'as', 'on', 're', 'rate', 'debate', 'subject', 'at']",q2,9,0.3488818764334631,"noisy grab-bag, no consistent theme"
547,0.4,12,1.095,league,"['league', 'league', 'suite', 'league', 'not', 'outlook', 'the', 'league', 'tail', 'of']",q2,9,0.3457580419670859,"noisy grab-bag, no consistent theme"
560,0.1,50,1.199,last,"['last', 'self', 'yesterday', 'shoes', 'businesses', 'birth', 'best', ':-', 'our', 'tis']",q2,10,0.34447475901545727,'in one go' idiom + entertainment/gaming vocabulary
571,0.3,11,1.114,far,"['far', 'far', 'wouldn', 'far', 'wouldn', 'long', 'journal', 'long', 'so', 'use']",q2,7,0.47621985630995006,'big leagues'/'rain on parade' idiom mix — noisy
582,0.2,50,1.145,others,"[""'s"", 'mm', 'been', 'in', 'meters', 'other', 'variations', 'as', 'others', 'others']",q2,9,0.3373832191150098,"noisy grab-bag, no consistent theme"
622,0.2,50,1.11,good,"['such', 'things', 'it', 'improve', 'good', 'we', 'they', 'ones', 'good', 'we']",q2,7,0.27925344251826556,'big leagues'/'rain on parade' idiom mix — noisy
657,0.2,50,1.223,way,"['of', 'further', 'way', 'scholar', 'goal', 'writer', 'way', 'do', 'basis', 'improve']",q2,8,0.33782582611172723,"noisy grab-bag, no consistent theme"
672,0.1,50,1.322,'s,"[""'s"", 'century', 'one', 'come', 'decades', 'steel', 'thousand', 'into', 'false', 'old']",q2,2,0.30242345376767593,noisy grab-bag: science/history reporting
683,0.4,50,1.382,04,"['04', '04', 'sunday', 'apr', 'g', 'apr', '/', '/', '04', '04']",q2,2,0.502599958737612,noisy grab-bag: science/history reporting
688,0.2,50,1.261,everyone,"['everyone', 'users', 'everyone', 'wait', 'oh', '})', 'users', 'everything', 'no', 'time']",q2,11,0.3024341947199801,'appeared first on [Site]' celebrity-news byline format + greeting 'everyone'
703,0.4,50,1.279,inches,"['inches', 'into', 'inches', '?', 'any', 'feet', 'combinations', 'inches', 'into', 'inches']",q2,0,0.3567565969500425,unit-conversion vocabulary (mm to inches) + code 'this.' references
730,0.3,50,1.206,and,"['throughout', 'and', 'ensure', 'information', 'individual', 'internal', 'and', 'and', 'consumers', 'https']",q2,9,0.35690572678984905,"noisy grab-bag, no consistent theme"
733,0.2,50,1.121,private,"['necessary', 'rt', 'methodology', 'figuring', 'necessity', 'private', 'half', '100', 'tera', 'private']",q2,2,0.3757393561036509,noisy grab-bag: science/history reporting
738,0.4,50,1.111,s,"['had', 'exercise', 'had', 's', 'takes', 's', 's', 'has', 's', 'had']",q2,9,0.4118848550680345,"noisy grab-bag, no consistent theme"
744,0.2,50,1.103,done,"['again', 'the', 'done', 'had', 'happened', 'law', 'log', 'doc', 'happened', 'done']",q2,7,0.3311286158164371,'big leagues'/'rain on parade' idiom mix — noisy
759,0.1,50,1.175,meant,"['meant', 'academy', 'operating', 'such', 'aims', ""',"", 'aim', 'natural', 'moved']",q2,6,0.2968680916220663,"business/strategy vocabulary (competitive advantage, aims and objectives, operating system)"
786,0.4,50,1.265,were,"['being', 'were', 'were', 'were', 'name', 'to', 'knowing', 'were', 'daily']",q2,2,0.3671565798531729,noisy grab-bag: science/history reporting
795,0.4,50,1.218,station,"['detail', 'stream', 'station', 'spoken', 'community', 'station', 'station', 'station']",q2,1,0.2945017126048888,paragraph-break whitespace before critic/reviewer bylines + academic-chapter headers
796,0.1,50,1.215,persons,"['persons', 'mine', 'wish', 'pretty', 'majesty', 'partly', 'let', 'want', 'part', 'literal']",q2,11,0.37679582861556626,'appeared first on [Site]' celebrity-news byline format + greeting 'everyone'
809,0.2,50,1.157,[[,"['13', 'thousand', 'month', 'yet', 'jury', '[[', 'used', '[[', 'customer', 'i']",q2,11,0.32185088949600216,'appeared first on [Site]' celebrity-news byline format + greeting 'everyone'
820,0.1,50,1.359,worse,"['worse', 'pleased', 'from', 'minute', 'further', 'different', 'so', 'said', 'feet', 'inches']",q2,7,0.35287060230075645,'big leagues'/'rain on parade' idiom mix — noisy
865,0.1,50,1.223,250,"['250', 'every', 'about', 'very', 'http', '200', 'minute', 'give']",q2,3,0.4317350398492646,"noisy grab-bag, no consistent theme"
870,0.2,50,1.354,[,"['[', ""'s"", 'their', 'phone', 'further', '[', 'after', '/', 'further', '/']",q2,1,0.33250130455469273,paragraph-break whitespace before critic/reviewer bylines + academic-chapter headers
872,0.1,14,1.11,ate,"['ate', 'worked', '=', 'fed', 'packing', 'horns', 'take']",q2,1,0.370889675096915,paragraph-break whitespace before critic/reviewer bylines + academic-chapter headers
904,0.2,50,1.127,15,"['editor', 'respectively', 'include', 'october', '15', '15', 'without', 'was', '45', 'd']",q2,3,0.3703432803932849,"noisy grab-bag, no consistent theme"
922,0.3,50,1.276,don,"['who', 'another', 'again', 'don', 'for', 'don', 'right', 'for', 'don', 'way']",q2,7,0.40415383521125126,'big leagues'/'rain on parade' idiom mix — noisy
941,0.2,50,1.281,so,"['latter', 'exhibit', 'regulatory', 'sensory', 'regulation', 'agents', 'so', 'so', 'supernatural', 'twitter']",q2,4,0.30278847876758014,"'reputation'/legal-clause vocabulary (offences, disabilities, confidence) — noisy"
950,0.1,50,1.15,in,"['in', 'staff', 'k', 'guided', 'cousin', 'guest', '=', 'purpose', 'uk', 'quarter']",q2,9,0.29234149712267604,"noisy grab-bag, no consistent theme"
961,0.2,50,1.268,c,"['amendment', 'alike', 'computing', 'feet', 'apart', 'celsius', 'c', 'c', 'part', 'the']",q2,12,0.33257702068248807,noisy grab-bag: technical/product vocabulary
968,0.4,10,1.142,like,"['likes', 'like', 'like', 'like', 'like', 'likes', '>.', '>.', 'want', '3']",q2,7,0.5275120023869044,'big leagues'/'rain on parade' idiom mix — noisy
1039,0.4,31,1.171,a,"['a', 'and', 'a', 'it', 'at', 'a', 'a', 'if', 'of']",q2,7,0.43697869789478605,'big leagues'/'rain on parade' idiom mix — noisy
1054,0.2,50,1.257,hospitals,"['engineering', 'hospital', 'for', 'seeking', 'town', 'hospitals', 'hospitals', 'road', 'senators', 'african']",q2,9,0.3641565597708716,"noisy grab-bag, no consistent theme"
1060,0.2,50,1.13,&,"[""'s"", '&', 'ability', 'receiver', '&', 'component', 'necessity', 'e', 'authority', '270']",q2,12,0.3536844600598616,noisy grab-bag: technical/product vocabulary
1063,0.3,50,1.275,the,"['the', 'exposures', 'specifications', 'the', 'the', 'projected', 'exposures', 'liabilities', 'close', 'concentrations']",q2,2,0.3764109073373268,noisy grab-bag: science/history reporting
1102,0.2,50,1.167,ensure,"['necessary', 'sometimes', 'c', '8', 'like', 'ensure', 'ensure', 'of', 'all', 'cloudy']",q2,9,0.4208690495532628,"noisy grab-bag, no consistent theme"
1129,0.2,50,1.094,the,"['the', '#', 'thr', 'only', 'the', 'err', 'nowhere', 'least', '15', 'better']",q2,7,0.3675951000618329,'big leagues'/'rain on parade' idiom mix — noisy
1142,0.3,13,1.123,wanted,"['wanted', 'the', 'wanted', 'thought', 'thought', 'wanted', 'real', 'as', 'the', 'went']",q2,11,0.41745853292517165,'appeared first on [Site]' celebrity-news byline format + greeting 'everyone'
1181,0.2,50,1.204,certain,"['"",', 'certain', 'conduct', 'who', 'certain', 'select', 'category', 'different', 'modified', 'direct']",q2,9,0.3445770472005309,"noisy grab-bag, no consistent theme"
1194,0.2,50,1.367,instance,"['from', 'instance', '/**', '=', 'best', 'counterparts', 'one', 'instance', 'people', '/*']",q2,1,0.3748541400614554,paragraph-break whitespace before critic/reviewer bylines + academic-chapter headers
1215,0.3,50,1.388,this,"['no', 'this', 'this', 'an', ""['"", '16', 'be', 'weren', '399', 'this']",q2,0,0.3553498606655176,unit-conversion vocabulary (mm to inches) + code 'this.' references
1237,0.2,50,1.318,better,"['better', 'brand', 'better', 'for', 'best', 'best', 'part', 'care', 'meaning', 'the']",q2,6,0.3448566354135515,"business/strategy vocabulary (competitive advantage, aims and objectives, operating system)"
1259,0.2,50,1.171,in,"['].', 'him', 'were', 'element', 'in', 'such', 'out', 'in', 'p', 'reach']",q2,8,0.3035079597625026,"noisy grab-bag, no consistent theme"
1264,0.3,50,1.286,doi,"['referred', 'in', 'written', 'a', '_', 'doi', 'doi', 'referred', 'doi', 'refer']",q2,2,0.3949624353602167,noisy grab-bag: science/history reporting
1275,0.2,50,1.371,newly,"[""'s"", 'written', 'newly', 'further', 'newly', '(),', 'of', 'further', 'more', 'prevalence']",q2,6,0.3252496744482726,"business/strategy vocabulary (competitive advantage, aims and objectives, operating system)"
1286,0.4,50,1.405,.,"['degrees', 'aviv', '.', '.', '12', '30', '.', 'sides', '.', '-']",q2,8,0.44103766958774787,"noisy grab-bag, no consistent theme"
1292,0.1,42,1.106,only,"['only', 'yeah', '@', 'been', 'trillion', 'spent', 'on', 'everything', 'surpassed', 'too']",q2,7,0.3768730290790302,'big leagues'/'rain on parade' idiom mix — noisy
1320,0.2,50,1.322,open,"['win', 'click', 'mr', 'suite', 'open', 'open', 'silicone', 'vs', 'father', 'promoted']",q2,8,0.34608436952268273,"noisy grab-bag, no consistent theme"
1348,0.1,50,1.245,percentages,"['percentages', 'protocols', 'particular', 'antioch', 'cent', 'characteristics', 'six', '26', 'kinds', 'eight']",q2,9,0.3217019256731891,"noisy grab-bag, no consistent theme"
1360,0.2,50,1.17,his,"['knew', '%', 'wonderful', 'you', 'his', 'djs', 'its', 'public', 'releases', 'his']",q2,8,0.29116373727730366,"noisy grab-bag, no consistent theme"
1384,0.2,50,1.178,has,"['sources', 'he', 'has', 'is', 'have', 'has', 'parties', 'having', 'she', 'what']",q2,2,0.3993981975698159,noisy grab-bag: science/history reporting
1392,0.1,50,1.293,fair,"['fair', 'played', 'get', 's', ""'s"", 'effect', 'play', 'worth', 'part', 'aid']",q2,10,0.3107224822622502,'in one go' idiom + entertainment/gaming vocabulary
1397,0.2,50,1.117,here,"['further', 'became', 'however', 'last', 'and', 'by', ""',"", 'here', 'here', 'american']",q2,3,0.29331897921055483,"noisy grab-bag, no consistent theme"
1401,0.4,50,1.206,by,"['sight', 'then', 'whose', 'by', 'by', 'by', 'whole', 'out', 'think', 'by']",q2,8,0.3571592013278293,"noisy grab-bag, no consistent theme"
1412,0.1,50,1.368,go,"['go', 'competitive', 'places', 'live', 'organizations', 'characters', 'techniques', 'geographic', 'license', 'creative']",q2,6,0.2998548064578858,"business/strategy vocabulary (competitive advantage, aims and objectives, operating system)"
1419,0.2,50,1.222,rank,"['rank', 'index', 'nearest', 'prone', 'rank', 'poem', 'least', 'nearest', ""'s"", 'prone']",q2,12,0.3882163549521787,noisy grab-bag: technical/product vocabulary
1444,0.4,10,1.384,exists,"['exists', 'exists', 'uniform', 'exists', 'existence', 'exists', 'existence', 'norms', 'uniform', 'keep']",q2,4,0.453372439473915,"'reputation'/legal-clause vocabulary (offences, disabilities, confidence) — noisy"
1449,0.3,50,1.129,mean,"['gaming', 'diligence', 'square', 'individual', 'reliance', 'mean', 'th', 'mean', 'mean', 'pork']",q2,10,0.3444440067715481,'in one go' idiom + entertainment/gaming vocabulary
1458,0.1,50,1.149,award,"['award', 'course', 'realm', 'your', 'kingdom', 'former', 'and', 'honorable', 'domestic', 'past']",q2,9,0.3163843130172612,"noisy grab-bag, no consistent theme"
1463,0.3,50,1.183,all,"['mid', 'all', 'âł', '++', 'all', 'âł', 'the', 'the', 'all', 'âł']",q2,2,0.3880326923333931,noisy grab-bag: science/history reporting
1470,0.2,50,1.31,lines,"['out', 'lines', 'no', 'whole', 'lines', 'no', 'nos', 'thousand', 'souls', 'thousand']",q2,7,0.3869262006767768,'big leagues'/'rain on parade' idiom mix — noisy
1492,0.3,50,1.143,journal,"[',', '5', 'for', 'journal', '-', 'journal', ',', '|', 'journal', 'for']",q2,10,0.4274318607042105,'in one go' idiom + entertainment/gaming vocabulary
1520,0.4,38,1.147,21,"['21', '21', 'arms', 'a', 'speakers', 'formed', '21', 'arms', '151', '21']",q2,9,0.438057216251206,"noisy grab-bag, no consistent theme"
1525,0.2,50,1.099,terms,"['-,', 'so', 'specifications', 'outs', 'terms', 'dir', 'terms', 'stuff', 'returns', 'copper']",q2,4,0.3513571228705426,"'reputation'/legal-clause vocabulary (offences, disabilities, confidence) — noisy"
1527,0.1,50,1.151,yesterday,"['yesterday', 'costs', 'and', 'thought', 'leaves', 'rolls', 'takes', 'released', 'cost', 'realized']",q2,9,0.36743533727536465,"noisy grab-bag, no consistent theme"
