fid,frac,n_total,mean_act,modal,bucket,label
2161,0.2,50,1.453,groups,q3,
2164,0.30000000000000004,29,0.918,with,q1_lowest,
2165,0.2,50,4.655,temp,q3,
2167,0.4,50,7.843,>,q4_highest,
2171,0.1,50,1.211,on,q2,
2175,0.4,50,1.526,happy,q3,
2179,0.2,17,0.9400000000000001,needed,q1_lowest,
2183,0.1,50,1.146,smelled,q2,
2187,0.2,50,1.231,go,q2,
2188,0.30000000000000004,50,5.785,more,q3,"content-marketing call-to-action words ('read more', 'the article', 'leave a reply')"
2191,0.1,17,0.975,noun,q1_lowest,
2197,0.2,19,0.978,-,q1_lowest,
2198,0.2,10,0.851,to,q1_lowest,
2203,0.4,50,1.238,good,q2,
2204,0.2,50,4.759,points,q3,
2210,0.30000000000000004,50,4.801,by,q3,
2216,0.30000000000000004,24,0.973,image,q1_lowest,
2218,0.2,50,9.234,a,q4_highest,
2221,0.1,15,0.929,against,q1_lowest,
2225,0.4,50,6.457,a,q4_highest,
2228,0.1,50,1.19,of,q2,
2229,0.2,50,1.389,second,q3,
2232,0.2,50,11.783,it,q4_highest,
2234,0.30000000000000004,50,1.525,every,q3,
2238,0.2,50,6.348,spending,q4_highest,
2242,0.4,12,1.16,toughest,q2,
2247,0.1,50,1.5899999999999999,thoughts,q3,
2248,0.2,33,1.087,gearing,q2,
2249,0.0,50,3.998,,q3,
2251,0.0,50,4.895,,q3,
2254,0.2,50,1.161,establishment,q2,
2260,0.2,50,1.279,8,q2,
2265,0.30000000000000004,27,0.989,from,q1_lowest,
2270,0.30000000000000004,50,11.147,kinds,q4_highest,
2271,0.4,50,1.8250000000000002,there,q3,
2274,0.30000000000000004,50,11.568,when,q4_highest,
2275,0.2,50,1.153,plaintiff,q2,
2286,0.4,50,9.193,is,q4_highest,
2290,0.1,50,1.5819999999999999,learned,q3,
2296,0.30000000000000004,50,1.024,check,q1_lowest,
2303,0.2,50,7.879,ĉ,q4_highest,
2304,0.1,50,7.372,08,q4_highest,
2308,0.1,50,1.172,disabled,q2,
2310,0.2,50,1.514,right,q3,
2312,0.4,50,1.634,smallest,q3,
2315,0.4,50,7.636,00,q4_highest,
2321,0.4,50,3.802,to,q3,
2324,0.2,50,1.365,hands,q2,'at the hands of' / place-name idiom (New Jersey) + 'work' — mixed
2329,0.30000000000000004,13,0.86,a,q1_lowest,
2333,0.4,16,1.153,calories,q2,
2334,0.2,50,9.109,research,q4_highest,
2336,0.4,50,4.904,^,q3,
2338,0.1,10,0.84,potential,q1_lowest,
2340,0.2,16,0.905,users,q1_lowest,
2341,0.2,43,1.092,04,q2,
2354,0.1,42,1.009,gripped,q1_lowest,
2356,0.4,50,8.047,number,q4_highest,
2361,0.30000000000000004,50,6.681,c,q4_highest,
2364,0.2,50,1.282,only,q2,
2368,0.30000000000000004,50,1.207,been,q2,
2369,0.30000000000000004,39,1.115,time,q2,
2373,0.30000000000000004,50,17.457,is,q4_highest,"instructional/definitional register ('X is defined as', 'how to', conditional 'if' in tutorials) — NOT the 'kind of' idiom seen at this index in blimp"
2376,0.2,50,1.184,between,q2,
2381,0.2,50,1.267,bidding,q2,
2386,0.2,50,1.188,we,q2,
2387,0.30000000000000004,50,1.2429999999999999,day,q2,
2389,0.1,50,1.186,governments,q2,
2391,0.1,50,1.166,ourselves,q2,
2394,0.2,50,1.536,âģ¢,q3,
2401,0.30000000000000004,50,1.067,should,q1_lowest,
2402,0.1,50,1.544,/,q3,
2405,0.2,50,1.408,out,q3,
2409,0.30000000000000004,50,10.108,6,q4_highest,
2410,0.4,50,5.952,is,q4_highest,
2411,0.2,40,1.003,993,q1_lowest,
2415,0.30000000000000004,50,1.109,concentrations,q2,
2417,0.4,50,1.47,shall,q3,
2419,0.1,50,1.732,of,q3,
2429,0.30000000000000004,50,7.6850000000000005,a,q4_highest,
2433,0.2,50,1.299,domain,q2,
2442,0.4,50,8.598,essential,q4_highest,
2443,0.2,50,1.224,day,q2,
2452,0.2,50,1.143,severity,q2,
2456,0.2,50,1.732,other,q3,
2457,0.2,26,0.991,that,q1_lowest,
2460,0.30000000000000004,12,0.881,former,q1_lowest,
2462,0.30000000000000004,50,1.704,first,q3,
2475,0.2,50,1.266,/,q2,
2476,0.1,19,0.9450000000000001,admin,q1_lowest,
2477,0.1,19,1.108,healthcare,q2,
2479,0.4,50,3.693,most,q3,
2485,0.30000000000000004,50,8.427,be,q4_highest,
2491,0.2,50,1.143,"',",q2,
2492,0.30000000000000004,50,1.5390000000000001,as,q3,
2496,0.2,10,0.88,"},",q1_lowest,
2502,0.2,10,1.017,region,q1_lowest,
2507,0.4,50,10.287,?,q4_highest,
2509,0.30000000000000004,50,1.19,reaction,q2,
2512,0.30000000000000004,50,1.302,earlier,q2,
2516,0.2,16,1.027,by,q1_lowest,
2518,0.4,50,7.202,use,q4_highest,
2520,0.2,50,1.321,the,q2,
2528,0.2,50,1.456,age,q3,
2530,0.4,17,1.272,how,q2,
2533,0.2,35,0.988,heavens,q1_lowest,
2536,0.2,27,0.919,"),",q1_lowest,
2541,0.2,50,1.2469999999999999,delhi,q2,
2544,0.30000000000000004,50,1.082,thy,q2,
2546,0.30000000000000004,50,1.3820000000000001,who,q3,
2549,0.2,12,0.91,angle,q1_lowest,
2553,0.30000000000000004,50,9.999,[],q4_highest,
2555,0.30000000000000004,50,1.16,kind,q2,
2558,0.1,50,1.169,rat,q2,
2562,0.4,50,10.657,des,q4_highest,
2569,0.30000000000000004,50,8.093,suit,q4_highest,
2571,0.2,50,1.392,return,q3,
2576,0.4,50,8.162,study,q4_highest,
2579,0.1,15,0.9500000000000001,believed,q1_lowest,
2590,0.2,50,1.099,be,q2,
2592,0.2,36,1.0,smallest,q1_lowest,
2598,0.4,10,1.108,opened,q2,
2599,0.1,10,0.858,authoritative,q1_lowest,
2601,0.2,50,9.446,quantitative,q4_highest,
2603,0.4,50,1.429,it,q3,
2604,0.30000000000000004,13,0.9390000000000001,select,q1_lowest,
2605,0.2,50,7.345,"],",q4_highest,
2608,0.4,50,1.875,tiny,q3,
2614,0.0,44,1.425,,q3,
2618,0.2,50,1.123,meantime,q2,
2619,0.30000000000000004,22,0.921,examples,q1_lowest,
2620,0.4,50,1.2810000000000001,amendment,q2,
2627,0.2,50,1.339,it,q2,
2639,0.30000000000000004,50,1.365,",",q2,"numeric-statistical formatting tokens (%, 000, 'between', 'inclusive of')"
2641,0.1,50,5.028,controllers,q3,
2648,0.2,16,0.998,achieve,q1_lowest,
2653,0.30000000000000004,50,6.14,systems,q4_highest,
2664,0.2,11,0.9580000000000001,the,q1_lowest,
2668,0.30000000000000004,50,1.327,told,q2,
2671,0.4,50,1.286,from,q2,
2673,0.4,50,6.323,39,q4_highest,
2679,0.2,11,1.0,thing,q1_lowest,
2681,0.2,50,1.55,not,q3,
2682,0.30000000000000004,50,1.271,second,q2,
2683,0.2,50,6.484,variable,q4_highest,
2694,0.1,50,1.043,"`,",q1_lowest,
2696,0.30000000000000004,24,1.029,so,q1_lowest,
2699,0.30000000000000004,50,1.2730000000000001,province,q2,
2702,0.2,24,0.987,more,q1_lowest,
2703,0.1,50,1.157,all,q2,
2709,0.4,50,1.045,long,q1_lowest,
2711,0.1,20,0.886,----,q1_lowest,
2715,0.30000000000000004,50,6.636,author,q4_highest,
2717,0.2,50,6.715,apple,q4_highest,
2721,0.30000000000000004,50,8.24,28,q4_highest,
2726,0.30000000000000004,50,7.398,address,q4_highest,
2728,0.4,50,7.67,",",q4_highest,
2735,0.30000000000000004,50,7.721,the,q4_highest,
2736,0.30000000000000004,50,1.764,been,q3,
2738,0.2,50,1.291,vehicles,q2,
2741,0.2,50,1.505,reached,q3,
2743,0.2,50,5.65,the,q3,crime-narrative content word 'crime'/'murder' + generic function words (true-crime/detective prose)
2746,0.1,46,1.068,lacking,q1_lowest,"survey-methodology words (variables, arising, lacking) in formal/legal 'shall be resolved' prose"
2755,0.1,50,1.053,per,q1_lowest,
2758,0.2,50,7.059,environmental,q4_highest,
2764,0.30000000000000004,50,8.675,the,q4_highest,
2784,0.2,50,1.3599999999999999,they,q2,relative-pronoun slot (who/whom/they) introducing a defining clause
2791,0.1,19,0.9550000000000001,like,q1_lowest,
2792,0.1,50,1.556,own,q3,
2800,0.1,50,1.3559999999999999,father,q2,
2803,0.30000000000000004,50,1.31,for,q2,
2805,0.2,50,1.06,circles,q1_lowest,
2807,0.1,50,1.662,done,q3,
2809,0.2,50,1.313,association,q2,
2812,0.30000000000000004,12,0.851,an,q1_lowest,
2817,0.2,13,1.198,72,q2,
2821,0.1,50,1.248,population,q2,
2822,0.30000000000000004,50,1.562,line,q3,
2835,0.2,10,0.851,nothing,q1_lowest,
2845,0.4,50,5.289,mental,q3,
2846,0.30000000000000004,50,1.113,right,q2,
2848,0.30000000000000004,50,5.255,video,q3,
2852,0.30000000000000004,50,1.818,season,q3,
2853,0.2,50,1.3559999999999999,release,q2,
2858,0.4,50,6.378,to,q4_highest,
2859,0.30000000000000004,14,0.9390000000000001,join,q1_lowest,
2862,0.2,16,0.974,outbreaks,q1_lowest,
2864,0.2,50,1.404,walks,q3,
2873,0.30000000000000004,50,1.209,came,q2,
2874,0.30000000000000004,50,1.348,works,q2,
2875,0.4,50,7.6850000000000005,happen,q4_highest,
2878,0.30000000000000004,50,7.357,"),",q4_highest,
2883,0.4,50,1.482,.,q3,
2891,0.30000000000000004,50,5.107,glance,q3,
2894,0.2,11,0.85,"),",q1_lowest,
2896,0.2,11,0.908,how,q1_lowest,
2898,0.4,10,0.881,(_,q1_lowest,
2899,0.4,11,0.89,2,q1_lowest,
2903,0.4,50,6.585,'t,q4_highest,
2904,0.4,30,1.271,costs,q2,
2908,0.30000000000000004,50,10.502,based,q4_highest,
2910,0.1,50,13.972,hello,q4_highest,mixed: 'founded'/professional-growth words (learned/improved/feedback) + informal greeting/hashtag noise
2913,0.1,50,1.404,businesses,q3,
2916,0.2,50,10.109,example,q4_highest,
2918,0.2,50,1.114,and,q2,
2919,0.30000000000000004,50,8.993,of,q4_highest,
2924,0.4,17,1.172,â»,q2,
2928,0.2,50,1.075,discounts,q1_lowest,retail-pricing vocabulary (charge/discounts/count) + numerals
2931,0.2,50,1.215,for,q2,
2934,0.1,50,1.391,yourself,q3,
2940,0.2,19,0.925,so,q1_lowest,
2942,0.2,50,5.792,visitors,q3,visitor-movement/motor-rehab vocabulary (movement(s)/visitors/interactions/step)
2944,0.30000000000000004,50,1.473,go,q3,
2946,0.4,39,1.284,tax,q2,
2956,0.4,50,5.649,system,q3,tech-strategy vocabulary (system/infrastructure/models/strategy)
2960,0.2,16,0.919,how,q1_lowest,
2961,0.30000000000000004,50,1.6219999999999999,right,q3,
2965,0.1,12,0.891,use,q1_lowest,
2966,0.1,14,0.89,officers,q1_lowest,
2969,0.1,24,1.221,is,q2,
2970,0.4,50,7.179,do,q4_highest,
2973,0.2,50,1.151,""",",q2,
2975,0.30000000000000004,50,1.466,an,q3,
2976,0.0,50,5.381,,q3,
2983,0.2,50,1.814,boolean,q3,
2984,0.1,37,1.046,us,q1_lowest,
2989,0.2,50,1.053,few,q1_lowest,
2997,0.4,50,5.574,action,q3,
2999,0.4,50,16.431,-,q4_highest,math equation '=' + hyphenated technical compound modifiers (end-to-end/domain-specific/event-driven)
